sentence1	sentence2	label
he is particularly remembered for his applications of mathematics to mechanics , especially fluid mechanics , and for his pioneering work in probability and statistics .	his name is commemorated in the bernoulli 's principle , a particular example of the conservation of energy , which describes the mathematics of the mechanism underlying the operation of two important technologies of the 20th century : the carburetor and the airplane wing .	elaboration
but emigrated	to escape the spanish persecution of the huguenots .	purpose
"daniel bernoulli was described by w. w. rouse ball as "" by far the ablest of the younger bernoullis "" ."	he had two brothers , niklaus and johann ii .	background
"johann , unable to bear the "" shame "" of being compared daniel 's equal , banned daniel from his house ."	upon both of them entering and tying for first place in a scientific contest at the university of paris ,	circumstance
around schooling age , his father , johann , encouraged him to study business ,	there being poor rewards awaiting a mathematician .	cause
however , daniel refused ,	because he wanted to study mathematics .	cause
and daniel agreed under the condition that his father would teach him mathematics privately , which they continued for some time .	his father then asked him to study in medicine ,	cause
he went to st. petersburg in 1724 as professor of mathematics , but was very unhappy there ,	he was a contemporary and close friend of leonhard euler .	background
he returned to the university of basel ,	where he successively held the chairs of medicine , metaphysics , and natural philosophy until his death .	elaboration
his earliest mathematical work was the exercitationes ( mathematical exercises ) ,	published in 1724 with the help of goldbach .	elaboration
his chief work is hydrodynamica ,	published in 1738 ;	elaboration
it resembles joseph louis lagrange 's mécanique analytique	in being arranged so that all the results are consequences of a single principle , namely , conservation of energy .	justify
this was followed by a memoir on the theory of the tides , to which , conjointly with the memoirs by euler and colin maclaurin , a prize was awarded by the french academy :	these three memoirs contain all that was done on this subject between the publication of isaac newton 's philosophiae naturalis principia mathematica and the investigations of pierre-simon laplace .	elaboration
together bernoulli and euler tried to discover more about the flow of fluids .	in particular , they wanted to know about the relationship between the speed at which blood flows and its pressure .	elaboration
daniel experimented by puncturing the wall of a pipe with a small open ended straw and noted that the height to which the fluid rose up the straw was related to fluid 's pressure in the pipe .	to investigate this ,	purpose
however , bernoulli 's method of measuring pressure is still used today in modern aircraft	to measure the speed of the air passing the plane ; that is its air speed .	purpose
daniel bernoulli now returned to his earlier work on conservation of energy .	taking his discoveries further ,	result
mathematically this law is now written : ½ ρ u 2 + p = constant	where p is pressure , ρ is the density of the fluid and u is its velocity .	background
so the wing is pushed upwards by the relatively higher pressure under the wing .	the pressure in this area is lower than that under the wing ,	cause
to escape the spanish persecution of the huguenots .	however , daniel refused ,	no_relation
the bernoulli family came originally from antwerp , at that time in the spanish netherlands ,	it was not until about 170 years later , in 1896 that an italian doctor discovered a less painful method which is still in use today .	no_relation
in being arranged so that all the results are consequences of a single principle , namely , conservation of energy .	so the wing is pushed upwards by the relatively higher pressure under the wing .	no_relation
after a brief period in frankfurt the family moved to basel , in switzerland .	his earliest mathematical work was the exercitationes ( mathematical exercises ) ,	no_relation
"he was encouraged to exercise in moderation but not restrain himself from "" violent "" bouts in an attempt to overcompensate for his deformed foot ."	placed under the care of a dr. bailey ,	circumstance
, he did represent the school during the very first eton v harrow cricket match at lord 's in 1805 . [ 19 ]	an undistinguished student and an unskilled cricketer	concession
byron fell in love with mary chaworth , whom he met while at school , [ 6 ]	and she was the reason he refused to return to harrow in september 1803 .	result
byron finally returned in january 1804 , [ 6 ] to a more settled period which saw the formation of a circle of emotional involvements with other harrow boys , which he recalled with great vividness :	""" my school friendships were with me passions ( for i was always violent ) . "" [ 21 ]"	evidence
sure some stronger impulse vibrates here , which whispers friendship will be doubly dear to one , who thus for kindred hearts must roam , and seek abroad , the love denied at home .	ah !	preparation
this statement , however , needs to be read in the context of hardening public attitudes toward homosexuality in england and the severe sanctions ( including public hanging ) against convicted or even suspected offenders . [ 26 ]	"the liaison , on the other hand , may well have been "" pure "" out of respect for edleston 's innocence , in contrast to the ( probably ) more sexually overt relations experienced at harrow school . [ 27 ]"	concession
he formed lifelong friendships with men such as john cam hobhouse , who initiated him into the cambridge whig club , which endorsed liberal politics , [ 28 ] and francis hodgson , a fellow at king 's college , with whom he corresponded on literary and other matters until the end of his life .	also while at cambridge	circumstance
, he did represent the school during the very first eton v harrow cricket match at lord 's in 1805 . [ 19 ]	also while at cambridge	no_relation
following smetana 's nationalist example , dvořák frequently employed aspects , specifically rhythms , of the folk music of moravia and his native bohemia .	"dvořák 's own style has been described as "" the fullest recreation of a national idiom with that of the symphonic tradition , absorbing folk influences and finding effective ways of using them "" . [ 1 ]"	evaluation
dvořák displayed his musical gifts at an early age ,	being an apt violin student from age six .	evidence
the first public performances of his works were in prague in 1872 and , with special success , in 1873 ,	when he was aged 31 .	circumstance
he submitted a score of his first symphony to a prize competition in germany ,	seeking recognition beyond the prague area ,	cause
johannes brahms was the leading member of the jury and was highly impressed .	although dvořák was not aware of it ,	concession
and in 1877 ,	when brahms and the prominent critic eduard hanslick , also a member of the jury , made themselves known to him .	circumstance
brahms recommended dvořák to his publisher , simrock , who soon afterward commissioned what became the slavonic dances , op. 46 .	these were highly praised by the berlin music critic louis ehlert in 1878 ,	elaboration
in his career , dvořák made nine invited visits to england ,	often conducting performances of his own works .	elaboration
he conducted concerts of his own music in moscow and saint petersburg . [ 3 ]	visiting russia in march 1890 ,	circumstance
dvořák wrote his two most successful orchestral works : the symphony from the new world , which spread his reputation worldwide , [ 4 ] and his cello concerto , one of the most highly regarded of all cello concerti .	while in the united states ,	circumstance
following smetana 's nationalist example , dvořák frequently employed aspects , specifically rhythms , of the folk music of moravia and his native bohemia .	the prize was awarded to dvořák in 1874 [ a ]	no_relation
dvořák 's first piece of a religious nature , his setting of stabat mater , was premiered in prague in 1880 .	"he has been described as "" arguably the most versatile ... composer of his time "" . [ 5 ]"	no_relation
"who in 1859 proclaimed himself "" norton i , emperor of the united states "" ."	"he later expanded his pretense by claiming to be "" protector of mexico "" as well ."	elaboration
norton spent most of his early life in south africa .	born in england ,	circumstance
arriving in san francisco possibly in november 1849 .	after the death of his mother in 1846 and his father in 1848 , he sailed west ,	circumstance
but he lost his fortune investing in peruvian rice .	norton initially made a living as a businessman ,	background
norton 's public prominence faded .	after he lost a lawsuit in which he tried to void his rice contract ,	cause
laying claim to the position of emperor of the united states .	he reemerged in september 1859 ,	circumstance
he had no political power ,	and his influence extended only so far as he was humored by those around him ;	elaboration
nevertheless , he was treated deferentially in san francisco ,	and currency issued in his name was honored in the establishments he frequented .	evidence
"and there have been campaigns to rename the bridge "" the emperor norton bridge "" ."	long after his death , similar structures were built in the form of the san francisco – oakland bay bridge and the transbay tube ,	background
on january 8 , 1880 , norton collapsed at the corner of california and dupont ( now grant ) streets and died before he could be given medical treatment .	nearly 30,000 people packed the streets of san francisco to pay him homage at his funeral .	result
on september 17 , 1859 , he took matters into his own hands and distributed letters to the various newspapers in the city ,	by 1859 , norton had become completely disgruntled with what he considered the inadequacies of the legal and political structures of the united states .	cause
then and there to make such alterations in the existing laws of the union as may ameliorate the evils under which the country is laboring ,	and thereby cause confidence to exist , both at home and abroad , in our stability and integrity .	motivation
in his self-appointed role of emperor , norton issued numerous decrees on matters of the state .	one of norton 's undated proclamations	evidence
he saw no further need for a legislature ,	after assuming absolute control over the country ,	circumstance
whereas , it is necessary for the repose of our empire that the said decree should be strictly complied with ;	whereas , a body of men calling themselves the national congress are now in session in washington city , in violation of our imperial edict of the 12th of october last , declaring the said congress abolished ;	background
in his self-appointed role of emperor , norton issued numerous decrees on matters of the state .	norton initially made a living as a businessman ,	no_relation
and his influence extended only so far as he was humored by those around him ;	"proclaiming himself "" emperor of these united states "" :"	no_relation
he saw no further need for a legislature ,	norton spent most of his early life in south africa .	no_relation
in 1758 , his brother pierre joseph died at the age of six ,	and pierre charles became the eldest son .	result
he arrived in 1777 at the age of 23 ,	and served as a military engineer in the continental army with major general lafayette .	elaboration
changing his first name from pierre to peter	when he first came to the rebelling colonies in 1777 .	circumstance
the marquis de lafayette commissioned l'enfant to paint a portrait of washington .	while there ,	circumstance
he was discharged	when the continental army was disbanded in december 1783 .	circumstance
l'enfant designed the badge of the society of the cincinnati , an organization of former officers of the continental army , shaped as an eagle , at the request of washington .	he was sent to france to have insignias made for members of the society , a group of veterans of the war .	elaboration
post–revolutionary war	career	preparation
l'enfant established a successful and highly profitable civil engineering firm in new york city .	following the american revolutionary war ,	circumstance
he was also a friend of alexander hamilton ,	and some of their correspondances from 1790 to 1801 now reside in the national archives .	evidence
he was initiated into freemasonry .	his initiation took place on april 17 , 1789 , at holland lodge no. 8 , f&am , which the grand lodge of new york f&am had chartered in 1787 .	elaboration
l'enfant was born in paris , france on august 2 , 1754 , the third child and second son of pierre l'enfant ( 1704 – 1787 ) , a painter with a good reputation in the service of king louis xv of france , ( 1710 - 1774 , reigned 1715 - 1774 ) , and marie l'enfant , the daughter of a minor official at court .	he was commissioned as a captain in the corps of engineers on april 3 , 1779 to rank from february 18 , 1778 .	no_relation
he was sent to france to have insignias made for members of the society , a group of veterans of the war .	l'enfant established a successful and highly profitable civil engineering firm in new york city .	no_relation
galois returned to mathematics after his expulsion from the école normale ,	although he continued to spend time in political activities .	concession
he attempted to start a private class in advanced algebra which attracted some interest ,	after his expulsion became official in january 1831 ,	circumstance
but this waned ,	as it seemed that his political activism had priority . [ 4 ] [ 7 ]	cause
which he did on 17 january 1831 .	siméon poisson asked him to submit his work on the theory of equations ,	cause
"around 4 july 1831 , poisson declared galois ' work "" incomprehensible "" ,"	"declaring that "" [ galois ' ] argument is neither sufficiently clear nor sufficiently developed to allow us to judge its rigor "" ;"	elaboration
however , the rejection report ends on an encouraging note :	""" we would then suggest that the author should publish the whole of his work in order to form a definitive opinion . "" [ 16 ]"	evidence
it took until october to reach galois in prison .	while poisson 's report was made before galois ' july 14 arrest ,	concession
as he began collecting all his mathematical manuscripts	while still in prison ,	circumstance
some archival investigation on the original letters suggests that the woman of romantic interest was a mademoiselle stéphanie-félicie poterin du motel , [ 18 ] the daughter of the physician at the hostel where galois stayed during the last months of his life .	fragments of letters from her , copied by galois himself ( with many portions , such as her name , either obliterated or deliberately omitted ) , are available . [ 19 ]	elaboration
it is unclear why d'herbinville would have been involved .	and if he were correct	condition
"it has been speculated that he might have been du motel 's "" supposed fiancé "" at the time"	( she ultimately married someone else ) ,	background
galois was so convinced of his impending death that he stayed up all night writing letters to his republican friends and composing what would become his mathematical testament , the famous letter to auguste chevalier outlining his ideas , and three attached manuscripts . [ 22 ]	whatever the reasons behind the duel ,	concession
évariste galois was buried in a common grave	and the exact location is still unknown .	elaboration
he died the following morning [ 17 ] at ten o'clock in the hôpital cochin ( probably of peritonitis ) ,	after refusing the offices of a priest .	circumstance
and the rising was postponed	but during the same time frame the leaders heard of general jean maximilien lamarque 's death ,	cause
""" ne pleure pas , alfred !"	"j' ai besoin de tout mon courage pour mourir à vingt ans ! """	motivation
( do n't cry , alfred !	i need all my courage to die at twenty ! )	motivation
but during the same time frame the leaders heard of general jean maximilien lamarque 's death ,	but this waned ,	no_relation
there were plans to initiate an uprising during his funeral ,	"around 4 july 1831 , poisson declared galois ' work "" incomprehensible "" ,"	no_relation
"declaring that "" [ galois ' ] argument is neither sufficiently clear nor sufficiently developed to allow us to judge its rigor "" ;"	it is unclear why d'herbinville would have been involved .	no_relation
in the cemetery of his native town – bourg-la-reine – a cenotaph in his honour was erected beside the graves of his relatives . [ 24 ]	"galois ' cousin , gabriel demante , when asked if he knew the cause of the duel , mentioned that galois "" found himself in the presence of a supposed uncle and a supposed fiancé , each of whom provoked the duel . """	no_relation
he was descended from a family of aberdeenshire , holders of the small estate of auchleuchries , near ellon .	the family was connected with the noble branch of haddo .	elaboration
gordon assumed the additional christian name of leopold	when confirmed as a roman catholic shortly before his death .	circumstance
and he soon decided to return home .	however , his character did not tolerate well the strict and sombre way of life at the school ,	cause
he changed his mind , however ,	before re-embarking on the journey back to scotland ,	circumstance
in 1655 he enlisted at hamburg into the military service of sweden .	and after journeying on foot in several parts of what is today germany ,	circumstance
in the course of the next five years he served alternately for poland and sweden and was taken prisoner by both .	at the battle of chudnov in 1660 , gordon was wounded . [ 1 ]	elaboration
gordon disliked the russian service ,	"complaining of the corruption and venality of russian officials , which left him , in his own words , "" almost at wit s end with vexation "" . [ 2 ]"	evidence
he was not the only scottish soldier in the tsar 's service ;	his fellow-scots paul menzies and alexander livingston also found themselves in russia fleeing religious intolerance or seeking adventure .	evidence
in 1687 and 1689 he took part in expeditions against the tatars in the crimea ,	being made a full general .	elaboration
and with the troops under his command gordon virtually decided events in favour of peter the great , [ 3 ] and against the regent , tsarevna sophia alekseyevna .	later in 1689 a revolution broke out in moscow ,	circumstance
for his services his second son james , brigadier of the russian army , was created count of the holy roman empire in 1701 .	the tsar employed him in organizing his army according to the west european system ; and raised him to the rank of full general .	elaboration
"his daughter was married firstly to the german-russian colonel rudolf strasburgh , and then from 1699 or 1700 to his kinsman in the russian service alexander gordon of auchintoul , author of "" the history of peter the great , emperor of russia "" ."	she lived until 1739 . [ 4 ]	elaboration
gordon was brought up and remained a lifelong roman catholic , at a time when the church was being persecuted in scotland , which had become calvinist .	however , in recognition of his service he was promoted to major-general in 1678 , was appointed to the high command at kiev in 1679 , and in 1683 was made lieutenant-general .	no_relation
for his services his second son james , brigadier of the russian army , was created count of the holy roman empire in 1701 .	and passages from the diary of general patrick gordon of auchleuchries ( 1635 – 1699 ) , was printed , under the editorship of joseph robertson , for the spalding club , at aberdeen , scotland , 1859 .	no_relation
"in 1696 , gordon 's design of a "" moveable rampart "" played a key role in helping the russians take azov . [ 3 ]"	as a result of his distinguished service for sweden , poland and russia he rose in ranks from trooper to full general , and became principal advisor and close friend of tsar peter the great .	no_relation
moving , in 1972 , to london	to study at the architectural association school of architecture .	purpose
""" we called her the inventor of the 89 degrees ."	nothing was ever at 90 degrees .	cause
she had spectacular vision .	"all the buildings were exploding into tiny little pieces . """	evidence
when it came to the joinery she knew we could fix that later .	she was right . '	evaluation
he served as minister of finance after the overthrow of the monarch after the 1958 iraqi coup d'état for the government of general abd al-karim qasim .	she received the uk 's most prestigious architectural award , the stirling prize , in 2010 and 2011 .	no_relation
ichiyō higuchi ( 樋口 一葉 higuchi ichiyō , may 2 , 1872 – november 23 , 1896 ) was a pen name of japanese author natsu higuchi ( 樋口 奈津 higuchi natsu ) ,	also known as natsuko higuchi ( 樋口 夏子 higuchi natsuko ) .	elaboration
she was one of the first important writers to appear in the meiji period ( 1868 - 1912 ) and japan 's first prominent woman writer of modern times .	specializing in short stories ,	elaboration
as a result of living a brief life	— she died at 24 —	elaboration
higuchi decided to become a novelist to support her family .	in 1892 , after seeing the success of a classmate , kaho tanabe , who wrote a novel ,	circumstance
her mentor did not return her passionate , if discreet , love for him ,	and instead treated her as a younger sister .	elaboration
the stories from this first period ( 1892 – 94 ) suffered from the excessive influence of heian poetry .	higuchi felt compelled to demonstrate her classical literary training .	background
it was published in the prestigious journal miyako no hana in 1892 ,	only nine months after she had started writing in earnest .	circumstance
their new dwelling was a five-minute walk from tokyo 's ill-famed red-light district , the yoshiwara .	"her experience living in this neighborhood would provide material for several of her later stories , especially "" takekurabe "" , ( literally , "" comparing heights "" ; "" child 's play "" in the robert lyons danly translation ; also called "" growing up "" in the edward seidensticker translation . )"	result
with these last stories her fame spread throughout the tokyo literary establishment .	in her humble home she was visited by other writers , students of poetry , admirers , the curious , critics , and editors requesting her collaboration .	result
she had caught tuberculosis .	as her father and one of her brothers had before her ,	elaboration
higuchi 's likeness adorns the japanese 5000 yen banknote as of fall 2004 ,	becoming the third woman to appear on a japanese banknote , after empress jingū in 1881 and murasaki shikibu in 2000 .	elaboration
in 1891 she met her future advisor who would help , she assumed , this poet-turned-fiction-writer and connect her with editors : tosui nakarai .	she died on november 23 , 1896 , at the age of twenty-four .	no_relation
she was one of the first important writers to appear in the meiji period ( 1868 - 1912 ) and japan 's first prominent woman writer of modern times .	only nine months after she had started writing in earnest .	no_relation
born : june 11 , 1988	( age 30 )	elaboration
september 1 , 2012 , for the pittsburgh pirates	mlb debut	preparation
he has started in and played at every position for the red sox , except for pitcher and catcher .	while primarily used as an infielder ,	concession
holt was a second-team all-district 8-4a inclusion his sophomore year ,	batting .324 for the season . [ 2 ]	elaboration
before advancing to the high-a bradenton marauders in 2010 .	his 2010 season was cut short due to injury to his medial collateral ligament , which required surgery . [ 8 ]	elaboration
on july 13 , 2011 , holt was named the mvp of the eastern league all-star game	after hitting a two-run homer in the ninth inning . [ 9 ]	cause
he was promoted to the pittsburgh pirates from the minors	as the major league rosters expanded on september 1 .	cause
holt made his major league debut on september 1 , 2012 .	at the time of his promotion , he had hit a .322 average in 102 games with altoona and .432 in 24 games for indianapolis . [ 10 ]	background
on september 4 , against the houston astros , holt became only the second pirates player since 1900 to have a four-hit game within his first four career games in the majors .	the only other pirates player to have a four-hit game so early in his career was jack merson , who went 4-for-5 in his second major league game on september 15 , 1951 . [ 11 ]	background
in 2013 , holt played in 26 games ,	hitting .203 with 11 rbi .	elaboration
holt received his first championship ring	when the red sox won the world series over the st. louis cardinals in six games ,	circumstance
making a sensational catch on the warning track	to rob ian kinsler of a hit .	purpose
despite not playing in the postseason .	holt with the boston red sox	no_relation
holt opened 2012 with altoona and later joined triple-a indianapolis indians .	he began the 2011 season with the pirates ' double-a affiliate , the altoona curve .	no_relation
after hitting a two-run homer in the ninth inning . [ 9 ]	hitting .203 with 11 rbi .	no_relation
he entered the university of copenhagen in 1877	when he was 17 ,	circumstance
but not forgetting his language studies .	initially studying law	concession
meeting linguists like henry sweet and paul passy and attending lectures at institutions like oxford university .	in 1887 – 1888 , he traveled to england , germany and france ,	circumstance
but he is best known for his later work on syntax and on language development .	his early work focused primarily on language teaching reform and on phonetics ,	concession
"e.g. in "" well honed phrase , "" "" phrase "" is a primary ,"	"this being defined by a secondary , "" honed "" , which again is defined by a tertiary "" well "" ."	elaboration
the term nexus is applied to sentences , structures similar to sentences and sentences in formation , in which two concepts are expressed in one unit ;	e.g. , it rained , he ran indoors .	elaboration
this term is qualified by a further concept called a junction which represents one idea ,	expressed by means of two or more elements ,	elaboration
in the philosophy of grammar ( 1924 ) he challenged the accepted views of common concepts in grammar and proposed corrections to the basic definitions of grammatical case , pronoun , object , voice etc. , and developed further his notions of rank and nexus .	in the 21st century this book is still used as one of the basic texts in modern structural linguistics .	elaboration
he took occasion to study the country 's educational system .	while in the u.s. ,	circumstance
