sentence	label
airlines are not public spaces. if airlines ban peanuts, many passengers will bring their own peanuts on board ... as airlines cannot stop people from bringing their own snacks.	unverifiable
i am sympathetic to people with allergies,	unverifiable
but people with allergies need to be prepared with their medicine and then need to stop trying to impose their need on the 99% of the healthy  population.	unverifiable
* 30 minutes is too long;	unverifiable
so set the beginning info as 15 minutes with 30 minute updates unless a resolution is known sooner.	unverifiable
* specify notification be by all methods available at the airport involved, including ticket agents, with the customer additionally specifying how they are to be notified at home; email, phone, fax.	unverifiable
* all commercial flights should be included.	unverifiable
don't forget the obvious reasons they don't do better; no enlightened effective regulation; executive compensation; union rules; airport and faa inefficiencies; monopoly status ; ultimately the bottom line .	unverifiable
let's look at this logically:	unverifiable
the airline knows when they sell a ticket;	non-experiential
they know when they have sold the full number.	non-experiential
those passengers should be guaranteed a seat; no excuses.	unverifiable
any subsequent tickets sold should be sold as standby with a ranking 1-n, first come; first served!	unverifiable
problem solved.	unverifiable
* first ask for volunteers to receive the next available comparable or better seat on the airline or any other airline, the airline agents to make the arrangements and pay for the seat directly, the passenger to be reimbursed in cash or credit card for their anticipated out of pocket costs due to the delay and their total out of pocket flight costs, tickets, baggage checks, any other fees.	unverifiable
if points were used they would be reinstated with new expiration dates.	unverifiable
*  do a lottery, no limits, with at least  the results in 1., above, cash or credit cards only;	unverifiable
no vouchers,	unverifiable
* if they still bump someone the sky should be the limit, the results to be appropriate booking plus at least double  the payout in 2., above.	unverifiable
of course airline lawyers would attempt to make it five pages of weasel words.	unverifiable
disclosure, disclosure, disclosure!	unverifiable
not just the ticket price but also the agent's fee,	unverifiable
which sometimes is considerable.	unverifiable
and yes! they should not be able to raise the quoted price.	unverifiable
it makes no sense and is misleading to quote a one way price if i have to buy a roundtrip ticket.	unverifiable
"if the itemization is boston to bombay fare, then various fees, then bombay to boston fare and various fees, it is still misleading unless it is specifically preceded by ""round trip required"""	unverifiable
this whole process of additional regulation is brought about because of lack of disclosure by airlines and agents when they unbundle services and initiate obscene fees for them so that we buy tickets and still don't have a deal because we may still be hit by additional fees at checkin.	unverifiable
a deal should be a deal!	unverifiable
of course not.	unverifiable
i think we should always be talking about airlines, travel agents, and other resellers.	unverifiable
i think the smaller typeface is a bad idea.	unverifiable
small type is always used for something the purveyor has to say but doesn't want us to be able to read, and we usually can't.	unverifiable
no!  retroactive pricing is essentially fraud and violates the contract made when money changes hands.	unverifiable
i would favor a rule that disallowed even having a round trip requirement for prices.	unverifiable
if an airline wants to give a credit for roundtrip like stores give case discounts on groceries or such, and listed it as a separate credit in their advertising and on their ticket that might work.	unverifiable
fares from boston to new york might vary by time of day and by day of the week	unverifiable
but they should never be based on round trip required.	unverifiable
this is the same as bumping and should be compensated  as such.	unverifiable
see my comments under that category.	unverifiable
it is not just the five hours,	unverifiable
though that is bad enough;	unverifiable
it is all the other inconveniences, arriving late at night, having to cancel engagements, having to call a cab for a long ride vs bus transportation, and a myriad other inconveniences for which the airlines in their hubris currently accepts no responsibility.	unverifiable
the price of fuel doesn't change while i am trying to book a flight.	unverifiable
maybe airlines should only be allowed to change prices once a week, or once a day, always at midnight, or something like that.	unverifiable
"it is extremely frustrating to try to buy a ticket and have availability and or or price change while you are pushing the ""buy"" button."	unverifiable
since all these airlines are still split on what services call for fees and how much those services actually cost, they need to create a standard for every airline to use as a basis for quoting prices.	unverifiable
"go back a few years to what was considered ""standard"", and have them quote on: - rt airfare- 1 checked bag- advance seat selection- beverage service- taxes and fees"	unverifiable
from there, passengers can unbundle as necessary or add things like premium seating and 2nd or 3rd checked bags .	unverifiable
* although perhaps an improvement over current procedures, this will only help a portion of peanut or nut allergic people, and mostly likely won't help severely allergic individuals.	unverifiable
* airborne peanut or nut proteins can cause anaphylactic reactions faster than surface-bound peanut or nut proteins;	non-experiential
the recycled air in the plane exacerbates this problem.	non-experiential
* every surface could still be contaminated, even if you wipe down your seats; for example, touching any other arm rest, using lavatory doors, toilets, sinks, and surfaces right after someone else who was eating peanuts or nuts.	non-experiential
* there would simply still be too many risks.	unverifiable
* again, better than current procedures, and better than a buffer zone, but still a problem.	unverifiable
a peanut or nut allergic individual would likely be walking onto a plane that was not peanut or nut free 30 minutes prior;	non-experiential
and although some cleaning of the cabins occurs between flights,	non-experiential
many of the same issues mentioned above would still exist.	non-experiential
* most people don't understand and or or are not tolerant of peanut or nut allergy, purely out of lack of knowledge of its severity	unverifiable
prior to having a son diagnosed with peanut or nut and soy allergies i didn't know what it entailed either;	unverifiable
"* this has the potential to single out the peanut or nut allergic ""offender"" ."	unverifiable
* the only viable solution to make air travel routinely safe for everyone.	unverifiable
* although there may still be risks of passengers violating the policy,	unverifiable
this resolves all of the issues mentioned above.	non-experiential
the surfaces of and air inside the plane would be safe,	unverifiable
all travelers would know what to expect,	unverifiable
no one would know who was or wasn't peanut or nut allergic.	unverifiable
* airlines have nothing to lose by instituting a full ban;	unverifiable
they only have customers to gain.	unverifiable
like with any changes in air travel policy, if such a ban is universally instituted, everyone will have to accept it,	unverifiable
and it will not prevent people from continuing to fly.	unverifiable
however, what will happen is that a large and continuously growing part of the customer market that currently cannot or will not fly, will buy tickets knowing that air travel can be safe.	unverifiable
* bear in mind the severity of a situation where a peanut or nut allergic individual goes into anaphylactic shock mid-air.	unverifiable
in some cases, benadryl and an epipen  will resolve the reaction for an amount of time.	non-experiential
however, in many cases these measures merely buy you enough time to get to an emergency room, typically 10 to 15 minutes;	non-experiential
which would not be possible when in mid-air.	unverifiable
they are not sufficient, assuming that the goal here is to make air travel safe for everyone.	unverifiable
i don't think that flights of less than 60 should be covered:	unverifiable
in general passengers on these smaller aircraft get more personal service and it would be less cumbersome to deplane passengers if needed.	unverifiable
where a plane is at the gate and the aircraft door has not yet been closed, passengers should be permitted to deplane after, say, 1 hour.	unverifiable
in addition, passengers should be able to deplane if the plane has returned to the gate and the delay is over 1 hour.	unverifiable
in relation to deplaning delayed or diverted international passengers, i recall  facing exactly the same issue when traveling trans-pacific and transiting hawaii.	experiential
we were always able to deplane in hawaii as long as we remained within a certain area of the airport.	experiential
at least we were able to stretch our legs and use the bathroom facilities in the airport.	experiential
i agree with dot's proposals on clarifying bumping rules and adequately compensating those involuntarily bumped.	unverifiable
passengers who are voluntarily or involutarily bumped should be advised by the gate agents on the cash or check or travel voucher option and the criteria for involuntary bumping prioritization.	unverifiable
on compensation, i think the actual ticket amount, plus a small premium to cover the unbundled aspects of the costs associated with the trip would suffice.	unverifiable
given that these smaller aircraft service less popular routes , oversales should be prohibited,	unverifiable
"but the airlines should allow a few passengers to be on ""stand by"" in the event of a no show."	unverifiable
zero-fare tickets should be compensated by recrediting the passenger with the number of miles used for the journey, plus cash for minor overhead costs.	unverifiable
before talking about something being too harsh for the airlines, we have to decide what to do about the fact the airlines were all against a passenger bill of right.	unverifiable
if they didn't want something that would help it's customers, then customers should push for the harshest punishment possible.	unverifiable
charging extra for all checked bags ultimately causes passenger injuries.	unverifiable
the proposed rule is wise and good and forbids a despicable practice, but misses the larger issue of passenger safety.	unverifiable
charging for all checked bags encourages travelers to overload the overhead bins with large, heavy bags.	unverifiable
passengers are not professional baggage handlers.	unverifiable
baggage handlers don't hoist bags they can barely lift over passengers' heads.	unverifiable
passengers do this or pay $20-$40 extra per bag.	non-experiential
passengers are not as fit as baggage handlers, are not trained at all, and often can not lift their bags into the crowded overhead bins.	unverifiable
"many need wheels to move their ""carry on"" bags through the airport."	unverifiable
passengers frequently drop bags on other passengers while loading or unloading the bins,	unverifiable
these large bags, especially the wheels, hurt when a bag falls on your head.	unverifiable
please require airlines to allow for some generous weight in checked baggage.	unverifiable
the old limit of 75 pounds domestic was really nice,	unverifiable
but even 30 pounds would be more than plenty.	unverifiable
the passengers hate the baggage charge for many reasons.	unverifiable
it's not just the sleazy entrapment the proposed rule addresses.	unverifiable
it is a safety issue and should be regulated as such.	unverifiable
* yes, there should be uniform tarmac delay deadline to return to gate and allow passengers to exit the plane,	unverifiable
and it should be 2 hours, not 3 hours.	unverifiable
because the passenger comfort issue is equally bad  on smaller aircraft, or at any airport.	unverifiable
* making the tarmac contingency plan part of the contract of carriage would be much more good, than bad.	unverifiable
explicit written commitments are important, and are a competitive issue that passengers may care about in choosing a carrier for repeated trips.	unverifiable
or too often passengers will be stuck in an aircraft	unverifiable
because the airport will not provide a gate or other opportunity for passengers to deplane, when the time limit is exceeded.	unverifiable
* providing for a separate location in an international terminal is appropriate, to allow deplaning without passing through customs.	unverifiable
it does not seem unduly burdensome, given the length of many international flights and the consequent greater need to provide for passenger comfort during long delays.	unverifiable
* yes, dot should require that passengers be allowed to deplane for gate delays with door still open, or returns to gate for mechanical or emergency reasons.	unverifiable
asking passengers to remain in the immediate gate area to listen for boarding announcements, and expecting as passengers to be accountable to do so at the risk of missing our flight if we fail, is also reasonable.	unverifiable
the costs and operational concerns should be minimal, with all of this kept in mind.	unverifiable
"when an airline ""bumps"" a passenger it is, in essence, ""buying"" that ticket back from the passenger to sell it to someone else, and then ""purchasing"" a new ticket for the bumped passenger on the next available flight."	unverifiable
it follows that the airline should pay the prevailing market rate to purchase back the seat in the full flight.	unverifiable
bumping compensation should apply to all carriers because of the increasing use of regional carriers to serve smaller markets and their no lesser disruptiveness and potential expense to the traveler.	unverifiable
"passengers may lack check cashing privileges away from their home airport, yet face unplanned and likely elevated expenses after being ""bumped."""	non-experiential
they should have a mandatory option of cash payment.	unverifiable
the proposed compensation limits are too low to provide an incentive to the airlines to limit overbooking and may be arbitrarily unfair to certain travelers.	unverifiable
the wall street journal recently re-proposed a 1977 proposal by the late economist julian simon of an auction that would offer bumped passengers a gradually rising reward for giving up their seat.	non-experiential
the arguments are rather compelling.	unverifiable
the airlines will overbook so as to optimize their financial results under any given set of caps,	unverifiable
so some passengers will still be involuntarily denied boarding on overbooked flights.	unverifiable
an auction will more accurately price the delay and the sellers  will be left with no complaint that it was involuntary.	unverifiable
an auction would also force the carriers to face the cost of overbooking in customer dissatisfaction and better inform their flight scheduling decisions.	unverifiable
i recall hearing seats being auctioned by progressive increases in the promised compensation by gate agents,	experiential
so perhaps those earlier rules should be revisited.	unverifiable
i support uniform regulations requiring both airlines and ticket agents to disclose all fees online  before purchase, for all flights and all carriers.	unverifiable
regulations should be as uniform as possible and applied uniformly.	unverifiable
on a flight with american airlines i was with my sister in law that is deadly allergic to peanuts.	experiential
i asked the flight attendant not to sell peanuts on the flight.	experiential
she came back with the regulation book explaining that the company policy was not to accommodate her.	experiential
i did clearly explain that if peanut dust is in the air it will cause her a sever assma attack.	experiential
they did nothing to help us and did offer to sell peanuts on the flight.	experiential
my sister in law took benadrel and was very scard for the entire flight.	experiential
she did get filled up but didn't have an attack.	experiential
she is very afraid to fly.	experiential
why don't they just serve snacks that don't have the potential  to kill someone!!!!!	unverifiable
i would support a full ban of peanut products on any airline.	unverifiable
peanut reactions can be life threatening.	non-experiential
an individual doesn't have to consume the product to have a life threatening reaction.	unverifiable
they can have contact or inhalation reactions.	non-experiential
restricting to certain flights is not enough,	unverifiable
providing buffer zones is a thoughtful gesture, but from a practical point of view does not work.	unverifiable
i am a physician , and author on the subject.	experiential
i have free food allergy online support forums with 3000 members.	experiential
i would be more than willing to work with you in any way on this decision making process.	unverifiable
feel free to contact me with any questions you may have.	unverifiable
here is a link to that study	non-experiential
as this is my focus in a lot of my research,	experiential
and i have had much trouble finding examples.	unverifiable
i also think it should be noted that a lot of airlines do follow some of these rules on their own, and would most likely lose out on a lot of business without adopting such options.	unverifiable
that being said, if i would like to travel on the cheap, realizing that it could come at a cost of worse customer service, in a lot of situations, i'd be willing to live with poorer service for lower prices.	unverifiable
and i'm not doing anything this summer,	experiential
but i have done free market research for different papers and what not for school, and helped a professor with work on f.a. hayek and ayn rand.	experiential
so, nothing specifically about airlines, but markets and regulations in general, and most of what i have read  points to all evidence showing regulations being counter-productive.	non-experiential
this comment to me shows that we don't need regulation.	unverifiable
"if people behave the way that bernice does, choosing to no longer fly with an airline that does not provide adequate customer service, these customers ""vote"" with their money saying that this experience needs to be fixed,"	unverifiable
or else we will take our business elsewhere.	unverifiable
it really is in the airlines' best interests to serve customers well in order to retain customers and gain a good reputation to get more customers.	unverifiable
in a competitive industry, being able to separate your company as being better than the rest gives you a huge advantage.	unverifiable
without government control, businesses can, and will, do whatever they please, no matter how bad it is for their cusomers.	unverifiable
that's why we need regulations like this!	unverifiable
i, for one, don't mind seeing tax dollars go for this purpose!	unverifiable
i believe airlines should be forced to fully reimburse confirmed passengers whenever the airline changes flight schedules after booking.	unverifiable
i frequently reserve flights up to one year in advance, in order to secure the lowest price and best seat.	experiential
i do this even though the airline will charge me $150  to change my itinerary for personal reasons once booked.	experiential
however, the airline frequently change flight schedules for confirmed passengers without compensation, nor consideration of passengers' plans.	non-experiential
for example, a trip to europe on united airlines has now been changed 7 times by the airline since i confirmed my reservation in december 2009.	experiential
the resulting changes have added nearly 5 hours to the total trip,	experiential
plus i'm now required to leave at 3am for the airport ,	experiential
and i return after midnight, rather than a more reasonable 10:30pm.	experiential
in addition, united airlines has not offered to waive the change fee, nor provide seats on alternate dates or airline partners.	experiential
if i'm required to pay exorbitant fees to the airlines to change my original itinerary, due to personal circumstances, then the airlines should also be required to compensate inconvenienced passengers in full and provide satisfactory alternate travel arrangements comparable to the original flight schedule.	unverifiable
perhaps this would force the airlines to recognize the hardships they create for passengers when schedules are revised after passengers have already received confirmed flights and make related travel arrangements.	unverifiable
but sadly, too often it is too late then.	unverifiable
i do not back banning peanuts, but even in doubt, a child would get peanuts, when they can produce proof of no such allergy, if in doubt, give something else.	unverifiable
a law that prevents harm, does not have to be a blanket law.	unverifiable
it could be part of a passport.	unverifiable
aa was supposed to send a confirmation to my e-mail address and did not.	experiential
after the flight, i now have to jump through hoops to get a copy of the reservation for my use.	experiential
i needed to call spirit airline directly to get a refund for a paid reservation during their strike instead of having them automatically contact me about refunding my purchase price.	experiential
i am the father of a 5-year old with a severe peanut allergy as well as a physician and a medical epidemiologist.	experiential
while i have been fortunate enough to not experience an anaphylactic reaction in my son,	unverifiable
i have seen patients with anaphylactic reactions.	experiential
they are terrifying for everyone involved, even in situations where you are surrounded by trained staff, abundant medications and crash carts.	unverifiable
the way i see this issue is that it is balancing the risks and benefits of peanuts on planes.	unverifiable
the risks are pretty obvious and encompass death and less severe reactions that, at a minimum, are likely to result in an emergency landing.	unverifiable
the benefits of serving peanuts on planes are limited to the fact that most people like peanuts and they are fairly inexpensive.	unverifiable
i have seen on this discussion board arguments that people have the right to eat peanuts, that people with allergies should wear masks or other personal protective equipment , that people with allergies should not fly, etc...	experiential
these arguments seem somewhat petty, impractical, and outdated, respectively.	unverifiable
petty because it is not a major sacrifice to go without a bag of peanuts.	unverifiable
impractical because trying to keep an n95  mask on a young child for up to 6 hours just cannot happen.	unverifiable
outdated because in modern us society with families spread across the nation travel is often the norm.	unverifiable
for people who say 'just don't travel on planes', i assert that they are missing the point.	unverifiable
it is not as if dealing with a severe allergy is not already lifestyle altering.	unverifiable
i will never be able to take my son to a major league baseball park;	unverifiable
we will never be able to go down the street for ice cream on a hot summer day;	unverifiable
we cannot go to a chinese restaurant.	unverifiable
this is all ok	unverifiable
because these are luxuries.	unverifiable
furthermore, if we somehow do find ourselves in a hazardous situation, we can just get up and leave.	unverifiable
on an airplane, that is not an option.	unverifiable
there is no getting up and leaving .	unverifiable
so, the way i see it is that the risks associated with serving peanuts in a closed environment where the ability to provide medical care is limited clearly outweigh the benefits of serving peanuts both on a societal and cultural level	unverifiable
because the very real risk faced by children and adults with severe peanut allergies far exceeds the benefit of airlines serving peanuts.	unverifiable
this is a clear choice.	unverifiable
there is nothing that i am aware of that has not been recently publicized.	unverifiable
* peanut allergies are likely common;	non-experiential
* and serum ige testing likely overestimates the number of people with clinically significant peanut allergies.	non-experiential
still, this high rate of elevate ige could presage trends to come.	unverifiable
the major problem is that some cases of peanut allergy are obvious	unverifiable
while others are of uncertain significance.	unverifiable
but, it appears that the prevalence of children with clinically significant peanut allergy is increasing	non-experiential
which means in a few years that the prevalence will also increase in adults.	unverifiable
why the prevalence is increasing remains a mystery.	non-experiential
essentially, the key with this, as with everything in life, is to minimize risk while maximizing feasibility.	unverifiable
an absolute ban on peanut products is not currently possible,	unverifiable
but it is possible to increase the protection of passengers with life threatening allergies with minimal inconvenience to other passengers.	unverifiable
please everyone on this site, be reasonable, accommodating and, if possible, kind to others.	unverifiable
there is a question of practicality here.	unverifiable
peanut allergies  at the current time are becoming increasingly common in children.	non-experiential
while i appreciate that a person may require peanuts to be 'comfortable' as asserted by csleep2,	unverifiable
but i could be wrong -	unverifiable
airplane passengers embracing the concept of n95 masks on children may actually rejoice at the idea of 6 hours with a screaming child because, well, peanuts are just that important to their quality of life	unverifiable
and a brief peanut deprivation would quite simply be too devastating to even fathom.	unverifiable
i am actually focusing on feasibility and weighing risks against benefits .	unverifiable
but, yes, i do reject the concept that having a toddler suit and mask up for 6 hours is feasible.	unverifiable
i actually have,	experiential
and i found it quite uncomfortable.	unverifiable
critically, i have the willpower and the motivation to keep it in place	unverifiable
because i am an adult and have the ability to modify my behavior when faced with logical demands.	unverifiable
toddlers do not have this ability.	unverifiable
so now balance this against the idea of airlines needing to serve peanuts at 35,000 feet.	unverifiable
it seems fairly straightforward to me.	unverifiable
personally, if you want to bring your snickers bar on-board and eat it, that is fine.	unverifiable
but, i do not want to be sitting anywhere near you with my child when this occurs.	unverifiable
this is not a 'take it or leave it' approach, but rather a balanced approach that weighs risks versus inconvenience for peanut consumers.	unverifiable
individual masks are not a practical solution for the most vulnerable passengers.	unverifiable
i agree with steyermark's comments in many ways -	unverifiable
in my family, we read labels, understand where the labels may not give all of the information, etc...	experiential
this is not something that will be done by the majority of people.	unverifiable
also, foods like pbj sandwiches are really easy to fly with - no refrigeration required.	unverifiable
but, in the grand scheme of things, this is not that big of a deal.	unverifiable
a policy could consist of identifying those in close proximity to the peanut-allergic individual and giving them a handout that asks if they have peanut products that they are going to be eating.	unverifiable
if so, they should notify the flight attendant and some sort of seating rearrangement will occur in a way to maximize safety and minimize inconvenience.	unverifiable
this will require flexibility and generosity of spirit on the part of all people involved	unverifiable
but, in truth, is not that big of a deal when compared to a significant safety issue.	unverifiable
the other factor here is that i am, in truth, less worried about a nearby pbj sandwich or a snickers bar than i am about a bag of raw peanuts as these foods are less likely to have particles that go airborne.	unverifiable
but just that they pose less risk.	non-experiential
finally, if necessary, i am more than prepared to either 1 give an affected passenger food that we brought on the plane that is peanut safe if they are really hungry  or	unverifiable
will gladly fork over the additional $5-$50 to buy them or their family whatever in-flight food they want if it means that they will not expose my family to peanut allergens in close proximity.	unverifiable
i do not think it is possible at this time though.	unverifiable
i know that i will never feel secure when flying on a plane with my son , just as i am never secure in a restaurant and just as we always make sure to have his epi-pens with us.	unverifiable
the above would be a huge advance for people with food allergies,	unverifiable
and, maybe in the future, it will be able to go further.	unverifiable
but, for now, i do not see how it is practical.	unverifiable
it's very simple.	unverifiable
i should be able to buy a flight for the price advertised in large print.	unverifiable
if the ad says $49 from sfo to lax, then that's what i should be paying.	unverifiable
if it is not a one-way price, then it should be listed as $98 round trip.	unverifiable
if there are other fees, then the listed price should include those fees.	unverifiable
it's simple - just be honest.	unverifiable
this must be a very rare condition.	non-experiential
i've traveled extensively, both domestically and internationally, on airlines for fifty years and have never seen a person on an airplane have a peanut allergy attack.	experiential
also, this may be closing the barn door after the horse has run away.	unverifiable
i have celiac disease and hypoglycemia.	experiential
