sentence1	sentence2	label
studying at an overseas university gives individuals the opportunity to improve social skills by interacting and communicating with students from different origins and cultures	compared to the peers studying in the home country, it will be more likely for the one who is living overseas to be successful in adapting himself/herself into new environments and situations in life	high
living and studying overseas is an irreplaceable experience when it comes to learn standing on your own feet	one who is living overseas will of course struggle with loneliness, living away from family and friends	high
one who has studied and lived overseas will become more eligible for the job than his/her peers	employers are mostly looking for people who have international and language skills	high
students who study outside their countries can get a lot of experience living in a foreign country	living in a new country requires a great amount of flexibility and adaptability in one's character	high
they should be able to deal with the obstacles that they may encounter	students might face many challenges in the host country	low
students who study outside their countries can get a lot of experience living in a foreign country	they should be able to deal with the obstacles that they may encounter	low
they should be able to deal with the obstacles that they may encounter	overcoming problems teaches the students how to be more mature and self-independence	high
the new academic experience that the students can obtain at the institution where they are pursuing their studies	they will get exposed to a different educational system	low
most important is the cultural aspect of the experience	while living in a foreign country, students can learn a lot about the culture of that country	high
most important is the cultural aspect of the experience	they can meet different people of the country	low
most important is the cultural aspect of the experience	they can learn about their way of thinking, their customs and traditions, and way of life	high
learning about others' cultures is so important	it contributes in building a new understanding in us of how we see the world	high
learning about others' cultures is so important	it makes us more open, and willing to accept different ideas and thoughts	high
learning about others' cultures is so important	it educates us about the world we are living in	high
the print media has failed to keep its important role in the provision of information	to obtain information, using the internet is quicker and more convenient than reading newspapers	high
the number of people reading newspapers may continue falling sharply, possibly leading to the close-downs of many in the coming time	from the economic aspect, buying newspapers appears to be a waste of money when the internet becomes available for every one	low
the number of people reading newspapers may continue falling sharply, possibly leading to the close-downs of many in the coming time	the internet service is being provided at a low cost or even free in many countries	low
newspapers' production will have to face environmentalists on its way to be alive	when taking environment into consideration, people must conceive that the more newspapers are published, the more trees are cut down	high
newspapers' production will have to face environmentalists on its way to be alive	this is simply the contributor to the deforestation which is happening all over the world today	high
if countries, especially the developing countries, are determined to take off, one of the key points governments should set on agenda is to educate more qualified future citizens through elementary education	elementary education, like the base of a architecture, is the fundamental requirement to be a qualified citizen in today's society	high
if countries, especially the developing countries, are determined to take off, one of the key points governments should set on agenda is to educate more qualified future citizens through elementary education	government should guarantee that all people have equal and convenient access to it	high
if countries, especially the developing countries, are determined to take off, one of the key points governments should set on agenda is to educate more qualified future citizens through elementary education	a lack of well-established primary education goes hand in hand with a high rate of illiteracy, and this interplay seriously compromises a country's future development	high
government's big budget on universities may attract more excellent intellectuals and researchers into the country and enjoy a higher reputation worldwide	the high technology and new ideas applied into practice may not only lead a country to flourish but also elevate its status in the international community	high
government's big budget on universities may attract more excellent intellectuals and researchers into the country and enjoy a higher reputation worldwide	researches into humanities and art still need large amount of money	low
some may argue that universities can support themselve well by donation or invention	this argument is invalid	high
government's big budget on universities may attract more excellent intellectuals and researchers into the country and enjoy a higher reputation worldwide	some may argue that universities can support themselve well by donation or invention	low
having a considered roommate is significantly imperative to our school life	consideration is always important in relationship	low
consideration is always important in relationship	roommate turns down the music or television volume at night time	low
having a considered roommate is significantly imperative to our school life	sometimes we will not know what we have done until we have a taste of our own medicine	low
having a considered roommate is significantly imperative to our school life	at all times, think about the other's feeling before doing any self-centered action would help to improve the roommate relationship tremendously	low
communication is very important	people have different habit in daily life, such as tidy the blanket in the morning	low
communication is very important	one might think this is a piece of cake while other would consider it as immense project	low
communication is very important	if one requested to move out just because his roommate do not tidy up the blanket in the morning might be crying over split milk	low
communication is very important	through communication, bonded are build and we could have better understanding of each others	low
this is sure to lead to more carbon emitted into the atmosphere, which can cause skin cancer and destroy the natural environment	carbon emission cut is significantly essential for protecting the atmosphere	high
this is sure to lead to more carbon emitted into the atmosphere, which can cause skin cancer and destroy the natural environment	the more cars and motorbikes are on roads, the more seriously the ozone layer is damaged	high
this is sure to lead to more carbon emitted into the atmosphere, which can cause skin cancer and destroy the natural environment	if governments use more money to improve roads, there is a strong likelihood that more people drive their private cars work	high
governments have to turn people' attention on public vehicles to reduce cars and motorbikes	it is quiet clear that traffic congestion is a serious problem in many big cities	low
governments have to turn people' attention on public vehicles to reduce cars and motorbikes	there are a great number of vehicles flowing on roads	low
governments have to turn people' attention on public vehicles to reduce cars and motorbikes	there is the possibility that improving roads and highways does not seem to reach the major cause of traffic congestion	low
if the entire nation, from their school ages begin going for sports and try doing that everyday, eventually it may help to build healthy nation	healthy body is basis for healthy soul	low
if the entire nation, from their school ages begin going for sports and try doing that everyday, eventually it may help to build healthy nation	there is a direct linkage between people's health and the frequency of doing physical exercises	low
if the entire nation, from their school ages begin going for sports and try doing that everyday, eventually it may help to build healthy nation	the more we practice, the better we feel	low
if the entire nation, from their school ages begin going for sports and try doing that everyday, eventually it may help to build healthy nation	there is a fact that one can improve health conditions with everyday physical activity: gradually, step by step we change physical condition to better	high
when we practice outdoors and indoors sports, many aspects are getting clearer	almost all natural science discoveries were made by direct observation, which is a part of physical education	low
the money invested into physical education program can save allocations into healthcare	the nation is comparatively healthy	high
putting physical activities in early steps of human development would finally lead to mentally healthy society	physically healthy people can contribute more both into economical and social development	low
putting physical activities in early steps of human development would finally lead to mentally healthy society	the better a person feels, the better his brain works	low
putting physical activities in early steps of human development would finally lead to mentally healthy society	it ends up with financially competitive country	low
email can be count as one of the most beneficial results of modern technology	many years ago, peoples had to pay a great deal of money to post their letters, and their payements were related to the weight of their letters or boxes, and many accidents may cause problem that the post could not be delivered	high
email can be count as one of the most beneficial results of modern technology	nowadays, all people can take advantage of internet to have their own email free, and send their emails to everyone in no time, besides they can be sure if their emails have been delivered or not	high
with the advent of internet and online paying systems, you can do many thing at your home easily	another important aspect on technology is transferring money	low
with the advent of internet and online paying systems, you can do many thing at your home easily	today, students can apply for foreign universities much easier than before	high
with the advent of internet and online paying systems, you can do many thing at your home easily	not only with the help of sending email, but also using credit cards to pay all necessary fees online	high
another technological innovations which help people around the world is related to medical equipments	biomedical engineers could make a significant effect on increasing life expectancy the world	high
another technological innovations which help people around the world is related to medical equipments	one of their inventions was related to artificial heart valves which can be count as a turning point in heart surgeries	high
another technological innovations which help people around the world is related to medical equipments	in the past time doctors used pig heart's valve to implant, but the patient could not be alive more than 3 years after the replacement	high
another technological innovations which help people around the world is related to medical equipments	but now, biomedical engineers can make artificial heart valves which works well and doctors can implant them easily	high
instead of interfering children's creativity, technology actually encourages children to learn and to create	technology inspires children to create new things	low
when they come across a high-tech product like a cellphone, they will be obsessed with its mysterious functions and eager to know how it works	children are curious about everything around them	low
instead of interfering children's creativity, technology actually encourages children to learn and to create	when they come across a high-tech product like a cellphone, they will be obsessed with its mysterious functions and eager to know how it works	high
instead of interfering children's creativity, technology actually encourages children to learn and to create	after he had figured out all the stuff, he then began to promote the computer	low
instead of interfering children's creativity, technology actually encourages children to learn and to create	in the end, he successfully invented a computer that was easy to use and lightweight	high
the diverse knowledge that children gained from different parts of the world, inspires children and encourage them to create new things	technology widen children's knowledge	low
the diverse knowledge that children gained from different parts of the world, inspires children and encourage them to create new things	in the past, children were only able to see things from one perspective	low
the diverse knowledge that children gained from different parts of the world, inspires children and encourage them to create new things	they will be able to learn about different cultures and different ways of thinking	high
the diverse knowledge that children gained from different parts of the world, inspires children and encourage them to create new things	knowledge is the base of creativity	low
technology may have negative effects on children	technology has made life too easy for most children	high
technology may have negative effects on children	in comfortable conditions, children may be satisfied with the world around them and refuse to make a change	low
technology may have negative effects on children	with the development of technology, increasingly more young people become obsessed with high-tech products	high
students at schools and universities still learn much more from lessons with teachers	teachers teach students how to write, read and calculate since they are in kindergarten	high
students at schools and universities still learn much more from lessons with teachers	students gain most of the knowledge through teachers and learn what is right and wrong with the assistance of teachers	high
students learn far more from other sources, such as the internet and television	within this sources students learn lots of things which they can't learn in classes	low
they can only input some key words and google it, and then there are numberless articles and websites related to it	students learn things easily	high
students learn far more from other sources, such as the internet and television	they contend that good television programs do teach students	high
they contend that good television programs do teach students	discovery channel has many instructive episodes	high
they contend that good television programs do teach students	students have knowledge of others cultures, outer space etc	low
it is easy to point out many benefits users can get from email and text messaging, which answers to the question of their great popularity	email and cell phones have improved the obstacles above	high
it is easy to point out many benefits users can get from email and text messaging, which answers to the question of their great popularity	people can send or receive electronic letters anywhere and anytime they want	high
it is easy to point out many benefits users can get from email and text messaging, which answers to the question of their great popularity	thanks to the function provided by email and text messaging (sms), it is cheaper and faster to transfer a lot of information, even to many people at the same time	high
it is easy to point out many benefits users can get from email and text messaging, which answers to the question of their great popularity	they are so convenient that the majority of population prefer to use them instead of some traditional ways	high
language in writing is not in its original form	people tend to use slangs and abbreviated words to shorten their writing and save more time in communicating for other activities	high
language in writing is not in its original form	people compose a message with only emoticons (the expressions by face created by service providers), which means there is no room for writing or typing texts	high
the popularity of email and text messaging, as a result, leads to the losing of written language's position	it is more dangerous that youngsters sometimes use such new languages in their studying, writing assignments	high
the popularity of email and text messaging, as a result, leads to the losing of written language's position	if that tendency continues at a rapid pace, written language may face up to a real problem about its stand	low
doing this various testing is a hazard of human's future and next generation	animals are friendly and vital for people	low
doing this various testing is a hazard of human's future and next generation	the animal experiments accelerate the vanishing of some categories of animals	low
animal experiments have negative impact on the natural balance	it is necessary to make sure that people can live a long life	high
it is indisputable that every new kind food or pill may be noxious, and scientists must do something to insure that the new invention benefits people instead of making people ill or even dying	the new foods or medicines are invented to promote the quantity of human's life	high
it is indisputable that every new kind food or pill may be noxious, and scientists must do something to insure that the new invention benefits people instead of making people ill or even dying	it also have potentially harm for human's health without any testing	low
it is indisputable that every new kind food or pill may be noxious, and scientists must do something to insure that the new invention benefits people instead of making people ill or even dying	even if they are volunteers; they cannot take the place of animals to test the new foods or medicines	high
in spite of enjoying watching television shows, it is really time consuming task	emergence of new television channels or shows are not surprising	high
in spite of enjoying watching television shows, it is really time consuming task	this is a problem that suffers all of us everyday	low
in spite of enjoying watching television shows, it is really time consuming task	there is no time for call to our parents or friends	low
in spite of enjoying watching television shows, it is really time consuming task	we kill time by tracking these channels so at the end of the day we understand it is late for doing any other activities	high
watching television programs makes us lazy	we usually spend our times in front of television for at least three ours a day when we come back home after eight-hour working in the office	high
watching television programs makes us lazy	this makes us a lazy person who prefers to do sedentary activities like watching television shows rather than be active and sociable	high
some television programs have a negative effect on viewers	some thriller or action movies advertise negative activities such as doing criminal activity	high
women have proved themselves in every field whether it is indoor or outdoor	nowadays women are working in home as well as in the sky	low
universities should accept equal numbers of students of both genders	university authority must not be biased on ground of the gender discrimination	high
university authority must not be biased on ground of the gender discrimination	they must consider the academic record of the student as main criteria of admission	high
universities follow the requirement of job providers and decide subject suitable for particular gender	the current job market affects the decision of universities	high
universities follow the requirement of job providers and decide subject suitable for particular gender	every university designs its courses according to the need of employers	high
universities follow the requirement of job providers and decide subject suitable for particular gender	the job selection criteria are pre decided	high
employers need male candidates for the heavy work such as repairing and installation of heavy machine	they want female candidates for soft natured work like counseling, teaching, designing etc	high
we must give them opportunity to achieve their goal	our youth has become very confident towards his career	low
we must give them opportunity to achieve their goal	they are not ready to be bound in certain limitations	low
we must give them opportunity to achieve their goal	female candidates also do not care about any restriction posed by the society and the employer	low
their lives are going to be more difficult, when they are away from home	they will have to pay a lot of bills	low
living in their own houses will save the young adults a lot of money	if they live separate from their parents they will have to pay for a loan, electricity, water or even for a meal	high
if the young adults still study they will have to combine studying with working	they will not have money to pay for everything	low
living in their own houses will save the young adults a lot of money	there will not be such worries when young adults live in their own home	high
living in their own houses will save the young adults a lot of money	parents will give their children money in order they to focus only on studying	high
another problem that the young adults may encounter is to find a co-tenant, who they do not like	his habits may be totally different from theirs, his behavior may be inappropriate, but they will have to live with him or even share a room, in order to have less expenses	high
another problem that the young adults may encounter is to find a co-tenant, who they do not like	living with such a person may be a huge problem for the young adults	high
another problem that the young adults may encounter is to find a co-tenant, who they do not like	when the co-tenant do not share their interests and points of view, they will not be able to ask him for advice	high
another problem that the young adults may encounter is to find a co-tenant, who they do not like	they are most likely to quarrel every day, instead of to help each other	low
if these companies were obliged to pay to clean up the air pollution, they would at least make an effort to reduce the amount of air pollution they cause	in most industrialized countries, there is a number of companies that holds heavy factories in their constitutions	low
if these companies were obliged to pay to clean up the air pollution, they would at least make an effort to reduce the amount of air pollution they cause	the waste products and harmful gases produced by these factories cause a significant amount of air pollution	high
if these companies were obliged to pay to clean up the air pollution, they would at least make an effort to reduce the amount of air pollution they cause	while these companies make a huge amount of money from their businesses, most of them are not considering to take precautions to reduce the amount of air pollution	high
by charging private individuals for causing air pollution, that will at least contribute to reduce the amount of the pollution	private individuals cause air pollution in several ways such as inessential use of cars and house heating	high
by charging private individuals for causing air pollution, that will at least contribute to reduce the amount of the pollution	as house heating is a major need in the winter time, some households do not consider to use filters to reduce the amount of pollution that the heating causes	high
by charging private individuals for causing air pollution, that will at least contribute to reduce the amount of the pollution	some expensive vehicles cause a huge amount of pollution	high
it is not sufficient in itself	the product also should satisfy the needs of the consumers	high
the number of that product being sold will increases	recently, there is a very creative advertisements of a soft drink product on tv	low
the number of that product being sold will increases	the story delivers a desired call to drink that soft drink that people tend to drink when the weather is too hot	low
advertisers push the limits of creativity to dispose the consumers to purchase the product	the number of that product being sold will increases	low
advertisement is the most effective way to create a well-known product	the more an advertisement of a product takes place in mass media, the more popular the product becomes	high
advertisement is the most effective way to create a well-known product	consumers tend to purchase the most known product when it comes to picking one out of two different brands of the same product	high
they make the product preferable	when a product is commonly used, it becomes trustworthy for the society, no matter what quality it is	low
when a product is commonly used, it becomes trustworthy for the society, no matter what quality it is	it also has to be affordable for the consumer	high
they make the product preferable	advertisements have undeniable affects on the society about the product being advertised	low
it is a loss of national productivity that young people spend much time on searching for high salary jobs, even can be a sheer time-consuming	labors for graduates are in short supply	low
it is a loss of national productivity that young people spend much time on searching for high salary jobs, even can be a sheer time-consuming	there are numerous job opportunities for those who do not have the certification of university graduation, such as mechanics, sales persons, or engineers	high
it is a loss of national productivity that young people spend much time on searching for high salary jobs, even can be a sheer time-consuming	the labor market for highly educated students is now too competitive to get a job after finishing their studying	low
universities provide not only skills for careers, but also academic knowledge for the human race, such as bio science, politics, and medicine	many researches in the ivory-tower have created ingenious discoveries and achievements for the development of modern society	high
universities provide not only skills for careers, but also academic knowledge for the human race, such as bio science, politics, and medicine	diverse experiences in the campus life can make the young generation more competently	high
diverse experiences in the campus life can make the young generation more competently	there are a number of chances through internships, deeper discussion, independent life, and exchange scholarships	high
almost everything that changed our lifestyle a lot will also cause some social problems	speaking loudly on the phone in public areas, such as schools, libraries and hospitals appears to be very impolite and offensive	low
almost everything that changed our lifestyle a lot will also cause some social problems	some students utilize their cell phones as an effective cheating tools in examinations in which they can send and receive answers by texting each other	low
almost everything that changed our lifestyle a lot will also cause some social problems	it is not impossible to solve these problems, as long as some regulations and rules can be effectively implemented	low
some harmful effects on our health are lethal	it has been proved that overusing of the electronic devices including mobile phones could lead to higher possibility of suffering hearing loss and even cancers, although the further investigation are needed	high
there is panic among people that their conversation can be intercepted by the third party	this possibility exists all the time	low
there is panic among people that their conversation can be intercepted by the third party	a more efficient and reliable system can also be invented to guarantee the private information of users	high
the mobile phone has become a dispensable multifunctional tools in people's daily life	not only used for communication, but it also functions as an internet browser, a music player, a personal organizer and so forth	high
using computer constantly has bad influence on children's eyes	when they concentrate on computer for too long, their eyes will get tired, which is the main reason for some eyes problems, typically shortsighted	high
children who play games too much on computer can seriously lack communicating skills	they will know little about the outside life	low
people who are addicted to games, especially online games, can eventually bear dangerous consequences	children who play games too much on computer can seriously lack communicating skills	low
several teenagers play games without rest, which leads to health depression	a typical example is the death of korean gamer, who had a non-stop playing for 3 days	high
people who are addicted to games, especially online games, can eventually bear dangerous consequences	several teenagers play games without rest, which leads to health depression	high
they will have a bad result in school	when they can not live without internet, they will have no time for their studying	high
even people who are not interested in online game can still be negatively affected by using computer too much	some social surveys have shown that a few children use computer for studying purpose, most of them are attracted by facebook, blog, etc. instead	low
some social surveys have shown that a few children use computer for studying purpose, most of them are attracted by facebook, blog, etc. instead	they will have a bad result in school	low
a large factory can stimulate local economic growth and reduce the unemployment rate	to manufacture goods, there must be the demand of laborers, from which the local residents can benefit	high
the factory is not isolated, other industries and business will be quickly established, resulting in economic growth of local area	the estate industry will be boosted in order to satisfy the workers' accommodation need	high
the main disadvantage is contamination	it is true that some area are suffering the dire consequences caused by overdeveloping the industry, such as water pollution, overcrowded traffic and medical problems	high
it is true that some area are suffering the dire consequences caused by overdeveloping the industry, such as water pollution, overcrowded traffic and medical problems	in some industrial cities, a large proportion of the workers are suffering various breathing problems, such as asthma which can be caused by waste ashes and certain chemical substances	high
how to improve the disadvantages of building a factory would be more important than whether to build it	most problems can be avoidable if the factories put in real and great effort to manage their waste well	low
easy-to-cook foods sometimes could be dangerous for human's health	to make their food easier to prepare and taste delicious, almost every producer adds a wide range of artificial ingredients in to the food that is now purchased by most people	high
ingredients being added have caused dire consequences	there are usually some articles in newspapers and magazines which report the relationship between certain chemical components in some food and diseases	high
easy-to-cook foods sometimes could be dangerous for human's health	ingredients being added have caused dire consequences	high
not cooking fresh food will also lead to the lack of nutrition	whereas some research has apparently demonstrated that prepared food is unable to support enough nutrients we need, especially for children who are growing up	high
the more prepared food we eat the more cooking skills we lose	at the increasing living pace, the majority of people tend to choose microwave as their unique cooker that help them prepare a dish in five minutes	high
the more prepared food we eat the more cooking skills we lose	rare people have been aware that this has contributed to a modification of cooking habits, which may cause the loss of our custom and culture about cooking	low
education is an essential part in development	most developing countries are lack of educational resources, such as experienced teachers, evaluation systems and teaching facilities, which is usually neglected by local authorities	low
if the developed countries are unwilling to share their successful experience in education, the developing countries will remain undeveloped, even though they gain a great deal of economic support	the critical method to improve the condition of poor countries is to help them build up a complete educational system instead of financial aid	low
if the developed countries are unwilling to share their successful experience in education, the developing countries will remain undeveloped, even though they gain a great deal of economic support	education is an essential part in development	low
developing countries should not totally depend on the financial support from powerful countries	some powerful countries provide financial support in order to acquire the right to exploit the local resources and target the local labour market	low
developing countries should not totally depend on the financial support from powerful countries	they rarely provide local residents with any technological aid and even cause contamination in some areas	high
these kind of ads will have negative effect to our children	youngsters might be tempted to buy cigarettes or alcohol and later to start consume it on a daily basis	high
advertising alcohol, cigarettes, goods and services with adult content should be prohibited	these kind of ads will have negative effect to our children	high
advertising alcohol, cigarettes, goods and services with adult content should be prohibited	some countries take this issue seriously and advertising alcohol, cigarettes and materials with adult content is banned on those countries	high
by advertising companies, businesses, firms and individuals promote their goods and services	thanks to ads we learn about new products, we can compare them and choose what's the best for us	high
these days, not only many businesses, but also governments have to rely on advertising	tourism makes up one-third of the czech republic's economy	high
these days, not only many businesses, but also governments have to rely on advertising	in order to promote the country's attractions, the czech government has to advertise and sell its services to foreign consumers	high
it is a normal practice for women to be helpmates in earning money	by taking up a job, a wife can earn more money to support her family life	high
it is no doubt that they play roles as a mother and as a wife better	working outside the house creates opportunities for married women to contact with the outer world, strengthen their character and show their capacity	high
it is no doubt that they play roles as a mother and as a wife better	these women will set a good example for their children	high
there are many supporting conditions that help women balance housework and work	besides the gorvernment's policies on limited families and their husbands' sharing in the housework, many employers are willing to offer part-time jobs for women	high
i don't think it is also fair for the government as the government has been paying a lot of money for their students' primary and secondary education	it is better for them to use the money to pay for the other students' education so that all people in their country could receive the same education	high
they will be more responsible with their studies when they pay the fees themselves	students that already have a basic knowledge and education can get a part-time job and they can pay for their own studies when their parent could not afford to pay it	high
they will be more responsible with their studies when they pay the fees themselves	the students will become more independent and it will build their characters in the marketplace as well	high
this will encourage all the parents to think of the way to help their children to achieve more in their lives	they need to make some contribution too for their children future	low
it is crucial to alter automobiles to the other means of transportation and to legislate to control automobiles	an increase in the number of automobiles brings about environmental pollution	high
the air gets to be polluted and it causes respiratory disease of the local inhabitants	automobile exhaust and carbon dioxides emission have bad impacts on the air	low
it is crucial to alter automobiles to the other means of transportation and to legislate to control automobiles	the air gets to be polluted and it causes respiratory disease of the local inhabitants	high
the methods to reduce the number of automobiles and to control car ownership and use should be immediately planned and implemented	an increase in the number of automobiles causes terrible traffic congestion	high
the methods to reduce the number of automobiles and to control car ownership and use should be immediately planned and implemented	once we get into the traffic jam, it forces us to waste our time for a while	low
the methods to reduce the number of automobiles and to control car ownership and use should be immediately planned and implemented	traffic congestion irritates drivers and as a result, it leads to an increase of traffic accidents	high
alternative forms which emit less carbon dioxides and gasses than automobiles are ideal	rental bicycle system has been introduced in several european countries	high
alternative forms which emit less carbon dioxides and gasses than automobiles are ideal	this system is that at the corner of each district, the rental bicycles are placed and the people can ride it to the other districts with a small fee	high
alternative forms which emit less carbon dioxides and gasses than automobiles are ideal	it is a better form to protect environment than automobile	high
alternative forms of transportation and international laws to control automobiles ownership and use can work effectively	the introduction of international laws can be also effective	high
the introduction of international laws can be also effective	these attempts to reduce automobiles can ease traffic congestion and environmental pollution	high
aiding help poor countries in this situation solve their economical problems and run their own business	poor counties suffer from shortage of basic materials and facilities to start businesses and make it richer	high
aiding help poor countries in this situation solve their economical problems and run their own business	to be out of poverty, it is fundamental to support basic industry related factors such as light, electricity, load, highways, natural resources, technology and buildings for companies	low
aiding campaign gives a chance to considerate about poor people	if people in rich countries ponder poor people suffering from poverty and diseases, they would never take their abundance for granted	low
aiding campaign gives a chance to considerate about poor people	it not only raises the notice the meaning of harmony and love, but also be a good chance to learn humane doctrine of globalization	high
some people prefer to recognize globalization as a threat to ethnic and religious values of people of their country	the idea of globalization put their inherited culture in danger of uncontrolled change and make them vulnerable against the attack of imperialistic governments	high
globalization contribute effectively to the global improvement of the world in many aspects	developing globalization, people can have more access to many natural resources of the world and it leads to increasing the pace of scientific and economic promotions of the entire world	high
globalization contribute effectively to the global improvement of the world in many aspects	they admit that globalization can be considered a chance for people of each country to promote their lifestyle through the stuffs and services imported from other countries	high
they have more opprotunities to find a job and to be successful in the future	schools offer to students a good environment with experienced professors and high quality programs for studying	high
they have more opprotunities to find a job and to be successful in the future	schools provide lots of academic knowledge to students	high
schools provide lots of academic knowledge to students	students may learn professional skills, expand their understandings and gain experiences	high
they have more opprotunities to find a job and to be successful in the future	employer always prefer to hire an employee of high degree who have professional skills	low
there are many subjects that will be of little value to them in the future	whether children can learn a lot at school	low
children should interrupt their school work and get a job	there are many subjects that will be of little value to them in the future	low
children should interrupt their school work and get a job	children can learn social skills when they have a job	low
children should interrupt their school work and get a job	they can get more experiences that can not be obtained at school	low
there are some advantages of leaving school to find a job	there are many ways that can train children to learn independent and social skills instead of getting a job	high
it is not about the function or quality of the commodities themselves but really the promotion of the good feeling of possessing the product	huge cooperation hire celebrities as the face of their product	low
it is not about the function or quality of the commodities themselves but really the promotion of the good feeling of possessing the product	by casting famous singers in their television advertisement, motorcycles or clothes for example, sales increase significantly	high
by casting famous singers in their television advertisement, motorcycles or clothes for example, sales increase significantly	youngsters, as the target consumers, love celebrities	low
the quality obviously is not relatively important	having these products shows their status	low
it is not about the function or quality of the commodities themselves but really the promotion of the good feeling of possessing the product	to boost their sales and win over customers, companies pour a great amount of money into advertising	high
it plays and important role economically	advertisements can be falseful and exaggerated	low
it plays and important role economically	they introduce new products, and provide various choices, not to mention they are often visually enjoyable	high
they introduce new products, and provide various choices, not to mention they are often visually enjoyable	they aim to grab your attention	low
it plays and important role economically	advertising also helps to keep prices at reasonable levels, creates a fair environment for commercial competition	high
advertising also helps to keep prices at reasonable levels, creates a fair environment for commercial competition	otherwise the market may be monopolistic, and the price as well as the choice will not be so selective	high
the fewer guns possessed, the fewer accidents would happened, our surroundings would be safer with lower accident rates	the accidents cannot be completely avoided although only those who have gun licenses can purchase guns	high
most violent crimes are related to the abuse of guns, especially in some countries where guns are available for people	guns will create a violent society if the trend continues	high
most violent crimes are related to the abuse of guns, especially in some countries where guns are available for people	in american, young adults and even juveniles can get access to guns, which leads to the tragedies of school gun shooting	high
most violent crimes are related to the abuse of guns, especially in some countries where guns are available for people	some terrorists are able to possess more advanced weapons than the police, which makes citizens always live in danger	high
the possession of guns can also raise the rates of suicide	in the us, firearms remain the most common method of suicide, accounting for about 50 per cent	high
the possession of guns can also raise the rates of suicide	there is an increasing trend of adolescent suicides and suicides among those age 75 and over	high
it really help to alleviate the tension	an international sporting event is normal held in a country with huge interest from fans all over the world	low
it really help to alleviate the tension	for the time of occasions, people regardless of nationality, origin and religion will live together	high
it really help to alleviate the tension	people can understand more about a country	low
it really help to alleviate the tension	it is useful to ease tensions between nations	low
it really help to alleviate the tension	the world suspected north korea of the aggressive action	high
it really help to alleviate the tension	due to this event north korea showed a friendship and enthuasism	low
it really help to alleviate the tension	it is rare times when people can learn about this country	low
an international sporting event also helps fans release patriotic emotions in a safe way	regardless of the competition between teams, their emotions are always released in a safe way due to the sole passion of the sport	high
an international sporting event also helps fans release patriotic emotions in a safe way	all fans know that a sport event will attract the attention of whole the world and a lot of public media	high
an international sporting event also helps fans release patriotic emotions in a safe way	they will try to create a beautiful image about their land and people	low
an international sporting event also helps fans release patriotic emotions in a safe way	in olympic beijing 2008, chinese tried thier best to bring the world a spectacular image about their country	high
an international sporting event also helps fans release patriotic emotions in a safe way	foreigners came here always received the support of friendly volunteers who were young students	high
