sentence1	sentence2	label
americans as a whole don't say soccer sucks; we just don't give a rat's xxx about it.	"the same way most people on planet earth dont give a xxxx about american ""football""  "	sarc
is this the sort of thing that is being taught at that bastion of liberal science, mit? how can this be presented as fact rather than theory?new and improved nuclear fuel creatednuclear fission, neutrons and protons, and even the atom itself are just theories. no one has ever seen an atom or a neutron. no one has ever observed an atom split. why are our liberal news media allowed to present this as fact?moreover, aren't nuclear reactors designed by intelligent humans? i also notice that this research was funded by our hard earned tax dollars without requiring that the benevolence of god also be researched in equal time. this is yet another shameful example of the godless attitude of science.	thankyou for bringing to my attention that atoms, neutrons and protons are merely scientific assumptions. now as i gaze at the night sky with all its' bits and pieces spinning around each other i can sleep happily knowing that our solar system is not part of a housebrick afterall.	sarc
[b]let it not be said the grace of god for salvation in jesus christ is not freely available.	does this mean that you have finally repented of your multiple divorces??	sarc
why do the 'loving' christians always threaten eternal torment when you ask them for information?	i don't know, terran. are you scared poohbear? do you actually have any evidence to bring to us? we'd love to see some! really we would! if you could show us some hardcore, physical evidence that proves god did it, it would be the scientific revelation of the century! oh what's that? you don't have any? not even a poorly crafted straw-man argument? damn, and here i was thinking you were capable. oh yes, and if you could give us some firm, solid evidence that darwin is burning in hell, we would all drop our copies of origin and bow down the lord.  whats that? you don't have any...?	sarc
as i said above, would you care to link to the description section where it say's this, because i couldn't find it. that would clear this up and prove your point that i'm in error. how bout it?	archie, it's already 'cleared up' that you're a liar. you claimed to know what he was about. you claimed it was a 'secular site that's dedicated to exposing the homosexual, extreme left, communist and anarchist agenda'. but he's not really interested in 'homosexuality' at all. and i find you're 'couldn't find it' to be incredibly absurd. it's on the web-page where he talks about the event in the first place. if you actually start clicking to see the pics and his comments, it's right there! i'm not linking to pornographic material on this web-site. the header of that web-page reads:  'up your alley fair san francisco, july 27, 2008 part 1' i am incredibly amused that you repeatedly lie all over the place on this web-site, but then you press others for proof.	sarc
the only stupid gun laws are the laws that arent strict enoughlike the law that gun nuts wanted that would allow children to tote around assault rifleshow stupid can you be	what laws are these that you speak of? kindly provide the bill name and number so you have some actual proof and aren't simply parroting from the fear-mongering brady campaign and violence policy center.during world war ii the american people rounded up japanese-americans and herded them into concentration camps because you were at war with the people of japan and thought that they were the sleeping enemy even though they had no proof. what you're speaking of is no different than this.the way i see it brady, your hatred for guns and gun owners is so overwhelming and logic defying, that you'd be perfectly alright with unleashing a life-ending pandemic plague on the people of earth if you believed it would put an end to all gun owners everywhere.	notsarc
he was arrested and spent several hours in a cell when plainly he had not broken any laws.	plain with the benefit of hindsight. i love how you're able to determine, not having been there, precisely what was said and precisely where it fell in relation to the law. if it was so clear, we'll see the prosecution for wrongful arrest in due course, i'm sure.	sarc
i don't think the rich in any country are comparable to the poor in the us.	the poor in the us certainly seem to eat more than the rich in most countries.	sarc
promoting renewables is a good thing, but increasing the supply of oil in counter productive in helping renewables to reach the critical mass needed to survive economically.	if we could rub a brass lamp, make three wishes and fix our energy problems immediately, i'd agree with you. but since we live in the real world, we must become oil independent while we are perfecting and building an infrastructure of renewable energy sources.	sarc
why even bother with courts? between the nancy grace's of the world and several other people i have noticed, there is no longer any such thing as innocent. therefore, perhaps, we should just send anybody charged with a crime straight to jail and just save everybody a whole lot of time and money. i was for sure he was guilty. should i put my faith in a jury? should i put my faith in our courts? do i know better than them? i watch tv! of course i know better than them! nancy grace even says he's guilty! what more do we need to know? from now on, they should just fire all the judges and lawyers and let me decide. </sarcasm>  from now on, your future is in my hands! :p there will be no appeals! :p	i'm a bit surprised at the publicity this case has attracted: even here in the uk, the first item on the 10 o' clock tv news last night was a report from outside the court house (waiting for the verdict). i've never heard jackson sing and know next to nothing about his career - why has this case made such a stir in the media ? is it just a fascination with 'celebrity' ?	notsarc
this from the guy who let's cheney run the government. i truly wonder what will happen if his ticker gives out. he can't even stand for any length of time - always needs a stool.	  how do you know bush let's cheney run the government..oh yeah, that's right, cnn/cbs told you. so you will knock one of the greatest minds this country has because he has a bad heart and can't stand for long periods of time? what a goober, so i guess stephen hawking should die too, huh?  	sarc
no, what the blacks did was dress in african clothes and let their afros grow out. they stopped trying to follow the image that was being imposed on them, and instead embraced what they were. that's all that's happening here. they're not hiding their sexuality in the closet any longer, despite, or even because of, the fact that people like you would like them to.	somehow i think most people are going to be a lot more comfortable with their kids seeing people in african atire with long hair than with scantily-dressed (or topless) people simulating sex acts. emoticonxrolleyes   	sarc
really? do you know how many people get shot in the uk? handgun violence has gone up.	but your own link says that the rise in crime was partially explained by the new system the uk police were using for recording crime and that the british crime survey showed a decrease in crime since 1997.	notsarc
i believe there is special dispensation for those who've never had a chance to hear the good news. the last pope mentioned something dealing with this a few years ago iirc. this is also why the great commision for christians is evangelism.	but you know what really doesn't make sense? why are they evangelising to people (who they know most of them will reject them) if those people get a special dispensation? they'd be condemning people to hell by evangelizing, would they not? why not leave the people be and let them get the special dispensation? emoticonxconfused	notsarc
hmmm? okay, what if i chose to reproduce via binary fission? will both of me go to heaven?	only one of you i guess this is when the score card will come in handy	notsarc
many evolutionists are pretty bright, yes, no one can deny that.	and it remains to be seen if your are. pick an unreasonable and dumb argument go with it.	sarc
too late. the only people around here i see driving new gm products (other than p/u trucks) with temp paper plates were probably on active duty in ww2.	well, i'm not surprised. the left coast rarely gets anything right. :)  btw, gm still has over 25% of the domestic vehicle market and it didn't get it by selling econoboxes like the japanese did.	notsarc
personally i don't believe in abortion. it's morally wrong and i think it's good that it's illegal.	i think often abortion is wrong but i do not agree with criminalizing it. primarily the reasons that are used to justify criminilzation are hugely fallacious and secondarily because it won't do a thing that is positive. a woman who is determined to end her pregancy - will. criminalization will simply make it extremely dangerous. i am responsible, have even had my tubes tied, but if i were to become pregnant and that pregnancy were the result of rape or a threat to my health or livlihood i would end it - and i will not be checking the law books first. every woman has her line in the sand - abortion will go on regardless of its legal standing. there are a miriad of reasons seek abortion - comdemning those reasons does nothing (i.e. calling them selfish) - addressing them could help. the reasons are valid.	notsarc
meanwhile, there must have been provisions on the ark for marine animals and fish as the rainwater would have undoubtedly altered the water ph and saline content. also not mentioned is the fact that noah and sons must have collected seeds from every plant on earth because i am personally not aware of many plant types that can survive completely submerged for 40 days.	oh really ? parts of new orleans were under water for more than 40 days before all the water receeded. hasn't the plant life there replenished naturally in the wild ? of course it has. the earth is very able to repair itself in spite of modern mans sense of self importance. here's some interesting photographic evidence of it. www.pbase.com/andrys/noah	notsarc
and nobody has ever managed to do so (though the concept of an invisible man in the sky is a little silly).	but it, along with the uranian tapeworm hypothesis, is just as valid as intellegent design as a hypothesis. actually, the uranian tapeworm hypothesis,. as far fetched as it may be, is more testable than a supernatural designer.i think maybe the kids should be taught intellegent design as an example of pseudo-science. hopefully they will see why it is not science and why evolutionary theory is.	notsarc
creation scientists read the sedimentary record of the placement of strata as evidence of the great flood while evo scientists read the same evidence very differently, as evidence of an old earth.	and creationists who can't tell the difference between cats and nuclear reactors don't understand fluid mechanics.	sarc
i also visited the university's website and looked at their data. there does appear to be information which contradicts with the above listed article's claims (e.g. - http://www.cru.uea.ac.uk/cru/data/te...ure/nhshgl.gif). not sure what he is talking about.	"it is pretty bizzare. there are plenty of groups out there that will reach whatever ""conclusion"" you pay them to reach. why he didn't cite one of them instead of an easily checkable source that says the opposite of what he says they do is beyond me."	notsarc
3a) if you do the math, severe earthquakes (caused by god) could have very easily covered the earth in approximately 2 miles of water at some points. also, with these severe earthquakes, not all of the earth would have to be covered equally at one time. there could have been some parts shallow enough to actually see the ground below.3b) who said the earth started out as a flat super continent? i believe that god made the earth only a few thousand years ago, not that much geographically different from the way it is now.	you contradict yourself. if the earth was then much as it is today, then there isn't enough water on earth to cover it in any fashion. i have done the math. do you have any idea of how high the himalayas, the alps, the andes, and the rockies are? besides, the bible talks about a flood that lasted a year, not a series of tsunamis.	notsarc
did you miss the part where it is... the attempt to abort. which kills the women.it is not child birth that kills those women.it is an attempt to abort.if they didnt try and kill their baby.. they would not of died.having a child, is not a trajedy... its just part of life.its not a wrongful burden... or a flaw of existance.. its nature.dah... do you even read what is being posted?-mosheh thezion	yes, do you? it's in a country with no medical facilities, no sterile place to get it done. a country full of hiv and aids. i wouldn't be surprised if these mothers had hiv/aids and knew they'd leave their child an orphan.	notsarc
the movement of charged particles is not matter. matter moves. the movement itself is not matter	that's deep.  movement is not matter, i will use that the next time i decide to babble.  are the particles no longer matter when there moving ?  your funny.	sarc
but by that definition, either one could be viewed as impeding on religious freedom, including your view impeding on hers! we don't define imposing on religious freedom on the basis of having different ideals. it doesn't effect your religion or religious freedom if you don't get benefits under gay marriages. you can argue in other ways, on other basis, but the idea that not giving gays marriage benefits is imposing on religious freedom is an empty 'argument'.	but you have not shown how she would be harmed by equal marriage? i have shown that her definition infringes upon my religious freedom. if gay marriage becomes a reality then in no way does it infringe upon her in any way. would you care to explain how gay marriage infringes upon her in any way? it is her heterosexual privledge and her sence of entitlement that she is protecting not marriage.	notsarc
anyone who wants to legalize bringing a weapon onto a plane is an idiot.simply stated...always stay open minded	you have conviced no one or even come remotely to forming an argument.	sarc
stabbing yourself is not ok, but that doesn't mean it should be illegal. i'm not even going to bother with your non-sequitor, but i imagine plenty of alcohol manufacturers enjoy the occasional drink. of course guns are only used to hurt others by criminals - shooting someone is a criminal act. unfortunately by the time you find out that the person is a criminal their victim is bleeding out on the floor. illegal guns are generally guns that were previously held legally, whether they have been modified or stolen.	[quote=jo bennett;314232]stabbing yourself is not ok, but that doesn't mean it should be illegal. i'm not even going to bother with your non-sequitor, but i imagine plenty of alcohol manufacturers enjoy the occasional drink. these are mostly caused by illegal guns. you can't outlaw something thats already illegal. i highly doubt this. how can a gun be illegal when it used to be legal? most illegal guns are bought off the black market.	notsarc
gays are more prone to hiv infection...maybe they have bad role models. maybe old camp fruits like you are not the best role models. 'sex with whore or sex with gay..put a rubber on it'...get that tatooed on your forehead and do your gay friends a favour	behavior dictates risk. some practices are 'more risky' than others. but to say gays are more prone to hiv infection, suggest that heterosexuals are immune, or less prone...which is factually false. role models?? what are you talking about? you don't even know.  old camp fruits? you've lost the little mind that you had.  your daddy is more of an 'old camp fruit', than i ever could be, girlfriend.  and i'm in a monogamous marriage for the past 10 years. i need no announcements. you?	sarc
"the phrase ""#### hits the fan"" refers to what would happen if such an event occurred, a big mess. for example ""big jimmy just found out sly jones was sleeping with his wife, the #### is really going to hit the fan now!""substituting something else into the metaphor other than #### renders it meaningless, its unclear what would happen if a ""theory"" hit a fan, are you trying to say it would make a mess, that nothing would happen, that it would spin in circles?"	i'm glad you made the same correlation i did. toe is a substitute for #### in this case.	notsarc
wow. symbiote has your number on this one. you're in full-out back-pedal mode here, huh? again, give some proof of causality about that claim, and then we'll talk. not whatever you're shifting to as your 'hypothesis' to avoid having to back up the claim you made in your first post.	and jyoshu is in full cheer-leader mode... what the heck did i supposedly back-peddle on? please. be explicit. no wait. you're not going to answer that, are you... roflmao! symbiote runs around proclaiming all sorts of things (falsely) as my supposed hypothesis, and you pretend that me refusing to take up her strawman approach is somehow 'back-peddling'? more like the blind leading the blind, walking in circles and thinking they are travelling quickly! as for proof, do you understand what 'hypothesis' means in the first place? look it up.	sarc
again, i don't think anybody will argue that owning a gun prevents crime. the reason for having a gun is as you stated - to stop the crime once it has begun (though this may prevent a worse crime from occurring).	i think some people will and have argued that. i'll work on finding a quote, but i believe it was somebody here who argued that, because of the recent scotus ruling, home invasion in dc would decrease because criminals would be more worried about encountering a homeowner with a gun. you do have a point about preventing a worse crime from occuring,though.	notsarc
just in case anyone's interested, recent research into bumblebee flight was conducted by professor ismet gursul at the university of bath, uk. the paper was titled 'unsteady vortex flows over slender delta wings' and appeared in the american institute of aeronautics and astronautics journal last year, i believe. i can't find any direct info from the paper online, but here's a short article about it: research cracks puzzle of why the bumble bee can fly so well  and just because i'm a pedant, it's spelt gullible! i think i've seen 3 or 4 different spellings of it in this thread. no offense, i am just a massive spelling pedant.	find me a spell check plugin for firefox liminus. i had one for ie before i switched over.  frankly, i'm not surprised we're going to use that for police and military applications.	notsarc
safer by openly carrying unloaded handguns? that's the law in ca.  of course you can have a loaded magazine or two on the other hip. http://abclocal.go.com/kgo/story?sec...bay&id=7261522	oh? what keeps you from having 6 or eight or for that matter having crossed bandoleers across the chest? i suspect kalifornia law will be changed a bunch and one in the pipe will be in vogue as well as a loaded mag in the gun for utility sake. you wouldn't want the perp to be disadvantaged too much now would you? how many shots must one allow the perp before you can fire back?	sarc
that's it? that was your post? to attack a source without anything backing you up? bravo!	it's as much of a point that phillp johnson has. trying to use philip johnson as a source about evolution is like trying to use jack chick as a source about catholism.	sarc
i would appreciate it if some of you experts could give me some simple answers to a couple simple questions and help me with some of my doubts.	and that's why i think you are a troll. there really aren't any experts here. there are several who are knowledgable in a variety of topics, but that knowledge seems to me to be the result of being both educated and widely read. it also indicates an ability to reason and an open mind.	sarc
and all having a real, verifiable negative impact on society, which cannot be said about gay marriage. can we tone down the drama a little bit?	for years i've tried to get one of our resident gay members to debate me on that fact. to date, no takers. want to step up?	notsarc
perhaps when the roman catholic church has cleansed itself of its own sins it could have a dialogue with women about abortion--which is not a sin.	that's is ridiculously poor logic. simply becuase the church makes mistakes doesn't mean it's incorrect in all other charges. the us government is way more corrupt than the catholic church, and yet we obey every god-damned thing big brother makes us do. 	notsarc
if only more people were armed this tragedy might have been minimised.	so how is the oil and gas agreement with china working out for you antipodeans?	sarc
its a download link for a pdf file provided by nasa about guadalupe (which i gave you before). but heres an article that might amuse you.you may do more research if you wish though i love how you cling to hope that your god exists. you actually believe that god has no time to help all of the starving people, but does have the time to create guadalupe's eyes. i am really glad that your great being is doing lots with his power.	i love how you cling to hope that your god exists. dont you think its about time to stop the denials and face the facts? you actually believe that god has no time to help all of the starving people,  indeed. christianity are a fool for thinking that god is a good person	sarc
you mean the conservative tilting supremes donot know the law ? you want to tell them that ? emoticonxchicken emoticonxchicken emoticonxchicken emoticonxchicken emoticonxchicken	you'd be hard-pressed to get me to agree with your definition of 'conservative' . and i'd love to tell them. do you have their e-mail addresses? i'll start with chickenshit kennedy.	sarc
i agree entirely. death is a much kinder sentence than life in prison, if you are sentenced to life, you should get to suffer for the whole bit.	"funny how people who are ""for"" capital punishment don't see it that way..."	sarc
5) what experiments have been conducted to verify the occurence of intelligent design?	a lot of work has been done on that topic. i would recommend reading debating design from darwin to dna it is a monster of a book, but it is definitely worth the read.	notsarc
the poor can't afford it and the rich don't want it.	so let's just kill them and be done with it. is that what you're saying?	sarc
"and i'll bet the formal list of ""great physicists"" who preceded the development of the theory of evolution is meaningful. i wonder how many of these ""great physicists"" also believed that night air could make them ill? how many beleived in alchemy, like newton? i wonder if newton is in that list? he didn't believe in the divinity of christ."	this was a comment on the physics book that has biographies of great physicists that were bible believing christians. right. many believed in alchemy (they were wrong), harmful effects of night air (they were wrong), spontaneous growth of maggots from rotting meat (they were wrong), rats arising from grain (they were wrong), and the bible (they were wrong). if it is important that newton believed in the bible, why isn't it as important that he believed in alchemy and did not believe in the divinity of christ.there isn't any such thing as science from a christian perspective. either it is science, or it isn't.you claimed to have studied evolution. you didn't. why would you tell us that you did?	notsarc
this sounds utterly nutsy. it could only be said by someone who knows diddly squat about babies. hah! anger isn't an emotion? so, what do you think a new born baby goes through? what is this already? i'm out of my nice, cozy little nest, there are bright lights, loud noises unmuffled, it's cold, i feel icky and i am really angry! waaaaaaah! happiness isn't an emotion? whew! i went waaaaah and now i'm cozy and warm, my tummy is full, my bottom is dry, someone is cooing soothing sounds at me. . . . where is your head, steeeeeeve?	jitobear, i always love it when you post. you are succinct and to the point and i always wish i had said what you said.	notsarc
i won't throw my ideas on abortion out there just yet, but i have to ask this question. should fathers have to pay child support considering a mother could have mitigated the expense by having an abortion?for example: jack is 55 and makes 20,000 a year. jack gets injured by bob, and can no longer work unless he gets a $1000 operation. jack's religion or other views preclude getting the operation, so he sues bob for $200,000, the wages he'll lose over the next ten years. since jack could mitigate his losses by having the operation, nost likely all he will be entitled to is $1000.so- shouldn't child support be limited to the cost of an abortion, under our current pro-abortion laws?	this is more of a legal question involving whether or not it was negligence(sp). if so, you can't really sue for amounts of money you might get in the future. he could sue for lost pay on the job and other medicial procedures. so ya know :). i don't really know what the question is.	notsarc
not a chance. i'm your worst nightmare; a straight, white, conservative male that votes religiously and sees through liberal bs. :p	not really dearie, you're just ssdd. you're not unique or even all that intellegent. you just follow the crowd because you haven't an original thought in your head. but that's ok, we don't blame you, per se, we know you can't control your behavior. emoticonxrolleyes	sarc
am i missing something, or does the linked article have nothing to do with what you said?	it's the first couple of paragraghs from the article in this weeks ns. if you had an online subscription or got a copy from your newsagent you could read the whole thing, unfortunately with this one the intro rambles on a bit and doesn't get to the point till the second column...	notsarc
not with you mr. muddy waters.it's a bunch of bull****, another attempt at a causation/correlation bait and switch tactic without any evidence to back it up. there are plenty of people who have constant access to firearms, and yet never display violent tendencies.	and there are plenty of people who smoke who don't develop lung cancer. you're cherry picking.	notsarc
you have claimed god is real, and unknowableto claim knowledge of the unknowable is self-contradictory.	yawn, again you keep repeating this. you not only refute yourself by providing an example of knowledge of the unknowable, but you gave an example of what is unknowable, by telling me i'd never be able to know you!  	sarc
ten gunned down in southern alabama.at least seventeen gunned down in germany.on monday, march 9, 2009, some twenty-seven human beings were living, breathing, going about their respective businesses.they are no more.	i know ... i know. i agree with you that it's sad more of those people couldn't or didn't take advantage of concealed carry to help prevent so many deaths. that needs to change along with education so more people can defend themselves.	notsarc
"for example, scalia stated in heller:""nothing in our opinion should be taken to cast doubt on long-standing prohibitions on the possession of firearms by felons and the mentally ill, or laws forbidding the carrying of firearms in sensitive places such as schools and government buildings, or laws imposing conditions and qualifications on the commercial sale of arms."""	that's because these questions were never, ever, ever raised in the original parker case. none of the six dc people who took the city to court possessed a felony record, they didn't bring up anything other than the fact that dc made it impossible for them to legally buy and own a handgun. that's all the court addressed. if they addressed anything else in the heller case it would've been judicial activism, legislating from the bench.	notsarc
it seems the people of iran have spoken in a relatively free and fair election. now the onus is on the usa to negotiate with this legally elected head of state. for us to do otherwise is to make a mockery of the very idea of free elections.	yep.we must obey the will of the people.the vote was totally fair!so...why are those who obviously voted for m.a. rioting?i guess they are like america.vote for someone insane...and then riot about the results.	sarc
i don't now, nor have i ever run away from debates here or anywhere else. the fact is that none of you have an original thought between you so i'm not here to banter back and forth anymore, but to give my opinions and move on to another subject. the reality is that opinions are all we have here so arguing minutia back and forth is a waste of time and bandwidth. i really don't feel the need to respond to the names you mooks end up calling me since i know my place in eternity, so have at it for all i care. it makes no difference to me at all. emoticonxagree	my thoughts are my own, not from some 2000 year old book that makes as much sense as a bag of rocks. and i have only ever called anyone a name in response to an attack on me,   if you call what you have been doing debating then i see what the problem really is.	sarc
"all of a sudden in the last 10 years they are trying to convice us that homosexuality is not ""wrong"" its a ""choice"""	actually the majority of homosexuals will tell you it's not a choice. and i, being the wacky gal i am, have a tendency to believe the word of homosexuals on that particular subject over the word of straight neonazicons.	notsarc
according to the old testament, sodom and gammorah were destroyed because the rich oppressed the poor (which is nearly an essential part of capitalism), not because of homosexuality. according to the old testament, you must also murder people of different faiths in cold blood by stoning them to death, especially your friends and family.	well, those who keep using that story can't see the real sins of those cities. they are so sure that it was rampent homosexuality which lead to their destruction. even though we know that before the angels were ever sent god had spelled out why he was going to destroy them. he sent the angels because they promiced to find even one righteous man. they failed in that because the angels were attacked for being foreigners. noone who abuses this story is ever going to admit this fact. they can't see past the supposed homosexual issue.	notsarc
hey, let me jump in on this one.creation science has found nothing. there are no ifs, buts or maybes, on this one. creation science is wrong and has been proven so by the scientific community time and time again. look at pretty much any post on this forum and you will see this. every time a creat brings up an argument, the secular residents of this site beat them down with logic and reason.no creat argument has stood up to the test of science. pure and simple.	point me toward the right way then? if creationists are wrong then why is evolution right? this is a biased answer based on your beliefs. please tell us how creationists were wrong. i would gladly like to see you try!	sarc
well, i just did my top three, a top 10 would have had a bit more variety. i place rw extremos higher than lw ones because they are more likely to call for war, be racist and be homophobic. also, many black panthers are already covered in the racist heading. again, many people are jerks.	be homophobic... like the naacp? oh wait, they're left wing. call for war... like the democrats for vietnam? oh wait, they're left wing. be racist... like claim that minorities can't help themselves? oh wait, that's also left wing. sir... you've engaged in stereotyping... that makes you... hmm.	sarc
what a load of c.r.a.p... this post is imo borderline trolling...	yes, it doesn't agree with your agenda so it must be trolling.   	sarc
if i cannot question and receive specifics i do not consider it a fact. you can read all the books, cruise all the websites. but indeed they are just other peoples opinions.show me the documented proof!!	so everything that other people say on a website or in a book is just and opinion? and everything you say is a fact? nice how you've got things set up.	sarc
the genetic difference between human and his nearest relative, the chimpanzee, is at least 1.6% calculated out that is a gap of at least 48 million nucleotide differences that must be bridged by random changes.	recent comparisons between the complete chimp genome and the human genome have found that possibly fewer than 3 million nucleotide differences exist in functional dna.	notsarc
spain may realize that true freedom cannot allow denial to a minority merely because of irrational reasons.	"spain, unlike most modern democracies, very very recently had the uh.. privilege of living under a strong, ""moral"" government that supported the uh.. ""family values"" so important to the right.   that they are running like hell away from it should tell people something."	sarc
i have no issue with speed cameras, they only photograph people breaking the law. want to not get a fine? don't break the law. it's that simple.	mind if i ask if you drive yet? if so do you have any points on your license? 2mph seriously isn't a huge ammount and neither your speedo or the mobile cameras are usually calibrated to be that accurate.	notsarc
i got a compromise for ya. how about you, and everyone else who does not like or disagrees with abortion just not have one? we won't force you to have an abortion if you don't force the rest of america not to have one, ok? emoticonxgood	shooterandproud: hey, here's a novel idea, what about the man using contraception!?! don't tell me there are men so ignorant in this country that they don't know what the trojan dispenser in the men's bathroom is for!	sarc
what 'harshness of life'? my life is a fricken breeze. i don't know what people are complaining about.	you're kidding. just because your life is 'a fricken breeze' that doesn't mean the other 7 billion people on this earth have a breezy life. have you even watched the news lately? it's either that, or you live on another planet.	sarc
it would be better to produce the facts over and again than it would by using the above tactics, steve. there are others here that are trying their best to understand...that don't have your frame of mind nor your resources.remember, you can tell the character of a person by what it takes to get his/her goat.	"the gentleman (??) in question has been presented the facts numerous times. he ""pooh-pooh""s them as irrelevant. he places himself above scientific research. he doesn't know the difference between unsolicitated testimonials and scientific evidence."	sarc
i didn't name the play because i don't remember it--but, i do know that wasn't it. which error? no link necessary. you go to the public library and look up the oxford english dictionary--which i explicitly named. found a link for you: http://www.kjv-asia.com/authorized_v...d_scholars.htm '1611 shakes. wint. t. iv. iv. 154 your hand (my perdita:) so turtles paire that neuer meane to part. '	so you reference shakespeare to explain the song of solomon? seems rather convoluted, but whatever.	sarc
sympathetic jurors do not make decisions based on facts. there is no need for you all (y'all) to feel as i do. god forbid we should all think alike. i'm just getting feedback...seeing who really has balls and who doesn't, among other things. i trust all my peers to be human. considering the bell shaped curve of possible reactions to various stimuli, that's not saying much. regarding the mental illness, why don't we just lock up mentally ill murderers for the rest of their lives?..no release for any reason whatsoever including some future psychiatric evaluation that claims the murderer is now ready to go back into society?	i love when differing from someones opinion is 'weak'. such a convincing argument.	sarc
you mean there is a difference between muslim and christian extreamists? i don't see one.	how many suicide bombers have you herard of wearing a cross? you're assertion is absurd...as usual.	sarc
