sentence1	sentence2	label
people can know more about the planet earth itself	with this knowledge, people can work on something to prevent earth hazards such as global warming	Fact
students who get part time jobs have not only academic knowledge but also hands-on experience	that seems to be more essential the present shortage of sufficiently practical conditions supplied in universities	Fact
doing extra jobs helps student with money for their accommodation	with the money they earn from extra jobs, which normally is not much, those difficulties could be partially solved	Fact
world sports events strongly participate in eventually pulling back people towards friendship and peace	during times of war, people living in badly affected countries can forget about the gloomy environment and maintain a link with the rest of the world by listening to international sports event	Fact
government money should be spent on publicly beneficial programs only	addressing unemployment should have low priority	Value
this does not mean we should leave alone those who do need assistance	they are already in reverse circumstances and it would be rather difficult for them to overcome the difficulties without external support	Fact
a university, in common sense, is a medium for conveying or providing access to knowledge	students are the ones universities should really cater for, not the employers	Policy
a university should provide access to information, rather than offer selected courses that are suitable for employers' taste	it is, therefore, not necessary for a certain course or type of training to be offered to the students by a university, but instead, these must be made available when needed	Policy
it is our responsibility to create a natural and safe environment for animals to live in	it is the right of wild species to live in a environment away from human beings	Fact
zoos are more likely to be a killer rather than a protector in protecting wild lives	the limited space and the artificial trees and lakes can not fully compensate the animals for their loss	Value
zoos are more likely to be a killer rather than a protector in protecting wild lives	if rural animals are captured in the zoo for a long period, it would have negative influences on both the physical and psychological status of the creatures	Value
zoos are more likely to be a killer rather than a protector in protecting wild lives	the wild species would suffer from isolation and depression	Fact
the endangered species preserved in zoos would never die of illegal hunting	the strict laws prohibiting poaching would provide a shelter for various kinds of animals in natural habitat	Fact
zoos, which are equipped with modern facilities and professionals, would provide better care for the animals inside	the growing number of natural habitat would be the ultimate solution of saving wild animals worldwide	Fact
attending lectures in person provides students an opportunity to communicate with teachers and other classmates	they further point out that traditional teaching approaches involving discussion and cooperation among students play a significant role in campus life	Value
attending lectures in person provides students an opportunity to communicate with teachers and other classmates	it is the real interactions and communications in class make education much more attractive	Fact
people who live in poverty are less likely to be benefited from modern communication technologies	the more privileged are able to enjoy the benefits	Fact
it does not have the same priority of library has	sport is important	Value
there are good ways for sports activities to compensate their expenses, but it is very hard for libraries to find a good way for have an income	universities support is vital for libraries	Value
investing in libraries has a long-time result	most sports facilities except buildings are usually can be used in short-time and they are not persistent for a long-time	Fact
the prevalent of english brings a great number of benefits for people	english is a beautiful language, which is more systematical and extensive than many other languages	Value
the dominated status of english has destroyed culture diversity and many less-used languages become extinct	these languages have special significance for people who belong to them and using english to replace them is crudity	Value
the prevalent of english brings a great number of benefits for people	learning english can foster people's sentiment and nourish their literature and art	Fact
the importance of museums and art galleries is plain in terms of education and culture	authentic exhibits cannot be completely displayed only by images and videos	Value
the benefits of teaching students different units are easily recognized	teenagers are still too young and immature to decide what they are going to dedicate	Fact
the benefits of teaching students different units are easily recognized	most students regard the extra knowledge useless and impractical for their future jobs	Fact
communication between countries and cultures become convenient	studying abroad is easy and becomes hot among youngsters	Value
researchers, especially those who work on high-tech, would have wider range of references if they are good at english	they have no choice but choosing english as a second language	Fact
the culture heritage and nation identity vanish	english is making lesser-known languages disappear ever year	Fact
the culture heritage and nation identity vanish	this is really short-sighted, ignoring the rapid development of native economy and society	Value
artists should have self-awareness not to create vulgar, hurtful or useless works which do not serve any purpose	artists should also know not to hurt the sentiments of the people	Value
innovative works makes people realize things in a peaceful way and peep into their own conscience	it helps to raise issues and criticize the wrong doings of the governments	Fact
innovative works makes people realize things in a peaceful way and peep into their own conscience	creativity also gives aesthetic charm	Fact
co-operation is essential for teamwork	a person can not learn or achieve everything by oneself	Value
co-operation is essential for teamwork	we live in a social setup and mutual help and sharing only leads to success	Fact
competition should be always based on self-improvement rule	blind and selfish competition is detrimental	Value
competition should be always based on self-improvement rule	'your loss, my gain' kind of competition can never be fruitful in the long run	Value
co-operation helps to understand other's perspective and learn by their mistakes	competition is also as important as co-operation	Value
competition helps in improvement and evolution	an individual must compete with oneself only, instead of trying to beat others	Value
competition should be always based on self-improvement rule	a healthy competition which involves raising one's own level above others is the best approach	Value
they can make mistakes which can sometimes affect an innocent, circumstantially marred criminals	they have the life of a person at their discretion	Fact
a break will give students some time to refresh their systems, by traveling or following their hobbies	a continuous study pressure for over 10 years makes the mind saturated and like a robot, to follow instructions	Fact
a break will give students some time to refresh their systems, by traveling or following their hobbies	a relaxation of one year to young minds will give them a quintessential change	Value
a break will give students some time to refresh their systems, by traveling or following their hobbies	when students start their university studies after a break, they will feel fresh and full of energy to take the new challenge	Fact
a break can disturb the focus of students and prove detrimental	when students work during these breaks, the feel of money gives them an illusion that such salary is enough for them and they go in a utopia	Fact
a break can disturb the focus of students and prove detrimental	a break gives students more benefits than harms	Value
universities giving both genders equal opportunities, will prepare them for future challenges and will help in the long run	it helps them how to behave and cooperate and work together	Fact
restrictions on exposure to adolescents should apply	adolescents are not mature enough to avoid being led astray by these contents	Value
this will definitely set a bad example for the immature audiences who, lacking correct parental guidance and abilities to differentiate the right from wrong, are prone to go astray by imitating the violent behaviors and committing real violent crimes	they regard the violence as reasonable and justifiable	Value
excessive violence would offer misleading information to the public and exert detrimental influence to the society as well	in the real world, we are inclined to take extreme approach to tackle a small problem due to excessive violence exposure	Fact
violence, as one of the facts in the real world, certainly has to be reported	it should be reporting and reflecting true phenomenon in the society	Policy
women nowadays are much more active, they may be successful businessmen, they join the political world, they become scientists and so on	the fairness between males and females is inevitable in such a developed society	Value
women nowadays are much more active, they may be successful businessmen, they join the political world, they become scientists and so on	"the ""weaker"" gender as often be thought has enough right as well as ability to contribute to the development of human beings just like any other men, not to mention they even perform better in some fields"	Fact
several other solutions can be introduced to assist in reducing pollution and traffic problems	temporarily targets should be set, with regard to the limitations of pollutants in a certain period of time, for example, a season	Policy
several other solutions can be introduced to assist in reducing pollution and traffic problems	with supervisory institutions built to find and address problems	Policy
price control institution has been used in plenty of social areas, for example, in the farming products and in the real estate area	whether it can work out for alleviating traffic and pollution pressure ought to be evaluated	Policy
sports activities can improve mental health	good exercises can often successfully alleviating one's heavy burdens	Fact
governments should spend money on keeping and preserving these things for the rich diversity of cultures which make our world more interesting	it is a pride of the country with a rage of culture which is easy to educate people to love their country more	Fact
there are some drawbacks from saving minority languages	governments invest money on doing that, it is hard to gain the good results	Fact
art, to some extent, serve a valuable function about enriching one's daily lives	it is unrealistic to pursuit of this high standard of life in many developing countries, in which the basic housing supply has still been a huge problem with plenty of lower income family have squeezed in a small tight room	Value
art, to some extent, serve a valuable function about enriching one's daily lives	by comparison to these issues, the pursuit of art seems unimportant at all	Value
in order to make people better off, it is more urgent for governments to commit money to some fundamental help such as setting more scholarships in education section for all citizens	knowledge and wisdom is the guarantee of the enhancement of the quality of people's lives for a well-rounded social system	Value
art is not the key determination of quality of life, but education is	in order to make people better off, it is more urgent for governments to commit money to some fundamental help such as setting more scholarships in education section for all citizens	Policy
the government should be accountable for citizens' health care and education to keep society safe and stable	it is the government that should be obligated to fund the health care and education for citizens	Policy
the government should be accountable for citizens' health care and education to keep society safe and stable	citizens enjoy the right to live in a harmonious and stable environment, which should be enabled by the government, the leader of the society	Policy
the government should be accountable for citizens' health care and education to keep society safe and stable	without sufficient guidance of teachers, these citizens might misbehave or even commit crimes, posing a threat to other citizens' security	Fact
taking environmental consequences seriously can enhance working efficiencies	it may spur its economic development	Fact
public services and facilities should be given adequate attention by the authorities to maintain social stability	the government should give priority to public services and facilities	Policy
keeping animals in captivity is wrong	animals should be considered non-human persons and they should have the right of having freedom	Policy
keeping animals in captivity is wrong	this is so unfair for them to be taken out of their natural environment and to be kept in small enclosures	Value
zoos provide the public with good entertainment and also help to ensure the balance of the ecology	zoos are needed to keep the nature balanced	Fact
without any limitations, there will be more awe inspiring work from our artists	if there is control over artists' ideas, they will definitely lose their sense of creativity in the long run	Fact
human rights is violated if artists are not allowed to express their feelings freely	it is every human's right to be able to voice out their opinions in any ways as long as they do not cause any problems to the nation	Fact
in case there is anyone who brings up some sensitive issues in their films or books regarding any races, this might end up in some chaos among the society	artists know their boundaries very well and would surely do not want their names tarnished just because of their unscrupulous acts	Fact
the money can be used for other intentions rather than giving hand phones to the unemployed	supplying hand phones to the unemployed is a waste of the taxpayers' money	Value
when hand phones are provided for free, many would want to take advantage of this opportunity	the public's money is spent worthlessly	Fact
the money can be used for other intentions rather than giving hand phones to the unemployed	the money instead of being used to supply the electronic gadget can be used for other useful purposes for the country	Value
those opposing the cctv systems feel that their privacies are invaded with the constant monitoring of the cameras	one must realize that safety is of paramount importance compared to privacy and prevention is always better than suffering from the consequences	Value
privacies are lost with the use of these cameras	safety should be put first in order to be safe	Policy
there are some authorities in privat jobs that workers are always looking for them while they are working for the others	for all of them we have to ask for a permission, and most of the time we are not allowed	Fact
there are a large number of opportunities in privat works that you cannot find them when you work for the others	you always have to be responsible for your task, and it make a stressful situation that i never like it	Value
some lands should be assigned to industry	human need some crucial things to continue their life, and most of them are industrial such as medicine	Fact
some lands should be assigned to industry	todays life has some difficulty which become comfortable with the help of industry	Fact
a single international language serves an economic purpose	a single international language plays a pivotal role in global economic cooperation	Value
investing money to enhance the general health state is a totally right decision	the government can save a lot of money for our country's health budget	Fact
preventative measures will help improve general health state of all citizens	when huge injection campaigns are organized throughout our country, the community's health state will be improved remarkably	Fact
health education causes long-term positive effects on our next generations	health education will help people to have right choices of treatment to recover more quickly	Fact
the popularity of news media is beneficial to human beings	today entertainment is easier for people to enjoy than ever before	Value
news media help people broaden their knowledge	the fast growth of news media is helpful for people worldwide	Value
the progress of news media is an advantageous development	it also positively affects the way people live in many other aspects	Value
news media help people broaden their knowledge	there is a strong likelihood that today people are able to know the world better	Fact
the convicted will also receive a fair action	a fair trial can be achieved	Fact
the convicted will also receive a fair action	the juries will have a sense of relief that they have come up with better conclusion based on plenty of evidences	Fact
experience gained through traveling to different places, meeting different people and even at job goes long way	it not only enhances the confidence of a student but also makes them independent	Fact
there are also a significant number of people who are very successful in their fields without going to university	these people depend solely on hard work and luck	Fact
individuals born with talents have also a high chance to be successful	the introduction of increasing number of reality shows have made it possible for all those lucky ones to triumph	Fact
the exhibits in museums or galleries are all life size and visitors can get a more direct felling	only when we see the real mummy, can we experience mystique	Fact
in order to help visitors to learn more about the exhibits, museums hold various activities which make visitors be part of what they are seeing	"while if you ""visit"" the museum online, you may not able to get this kind of experience"	Fact
